캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2602-0731,02월_29CM_유튜브_퍼포먼스_731,2026-02-08,2026-02-21,유튜브,퍼포먼스,이탈방지,2033371,37566,1608,19412578,85983835,29CM,한도경
MKT-2602-0696,02월_29CM_인스타그램_퍼포먼스_696,2026-02-12,2026-02-14,인스타그램,퍼포먼스,신규유입,992580,33695,1409,9764055,50195410,29CM,한도경
MKT-2602-1206,02월_29CM_틱톡_퍼포먼스_1206,2026-02-17,2026-02-19,틱톡,퍼포먼스,신규유입,1665230,41802,1480,13798930,44168755,29CM,윤세영
MKT-2602-2155,02월_29CM_카카오_CRM_2155,2026-02-21,2026-02-24,카카오,CRM,2030여성,2318460,179918,29166,9572206,88039689,29CM,김지현
MKT-2602-1490,02월_무신사_네이버_리타겟팅_1490,2026-02-02,2026-02-07,네이버,리타겟팅,VIP,766219,39413,2377,5050954,42871242,무신사,송민아
MKT-2602-1860,02월_무신사_틱톡_리타겟팅_1860,2026-02-14,2026-02-16,틱톡,리타겟팅,MZ남성,3736070,156228,8725,11796774,136787628,무신사,한도경
MKT-2602-2328,02월_무신사_CRM_CRM_2328,2026-02-01,2026-02-07,CRM,CRM,이탈방지,2261212,196360,19880,13658719,111400290,무신사,윤세영
MKT-2602-1935,02월_29CM_인스타그램_CRM_1935,2026-02-15,2026-02-26,인스타그램,CRM,VIP,3240521,218416,33162,15790242,107501964,29CM,김지현
MKT-2602-2166,02월_무신사_카카오_CRM_2166,2026-02-20,2026-02-28,카카오,CRM,MZ남성,4071376,208526,20405,27141932,155902753,무신사,한도경
MKT-2602-0265,02월_29CM_네이버_브랜딩_265,2026-02-18,2026-02-28,네이버,브랜딩,브랜드관심,687403,6758,51,4454906,6697289,29CM,한도경
MKT-2602-0396,02월_무신사_앱푸시_브랜딩_396,2026-02-09,2026-02-17,앱푸시,브랜딩,MZ남성,4935717,56114,676,26864645,51901633,무신사,박서연
MKT-2602-0356,02월_29CM_앱푸시_브랜딩_356,2026-02-11,2026-02-14,앱푸시,브랜딩,MZ남성,2529504,37271,258,14929066,36824803,29CM,한도경
MKT-2602-0871,02월_무신사_네이버_퍼포먼스_871,2026-02-03,2026-02-16,네이버,퍼포먼스,VIP,2252324,57837,2508,27923693,130133232,무신사,이준혁
MKT-2602-0701,02월_29CM_인스타그램_퍼포먼스_701,2026-02-14,2026-02-21,인스타그램,퍼포먼스,신규유입,390942,8752,244,5147607,18182546,29CM,정하늘
MKT-2602-1480,02월_무신사_네이버_리타겟팅_1480,2026-02-05,2026-02-10,네이버,리타겟팅,MZ남성,636505,36420,2643,6792510,58236569,무신사,윤세영
MKT-2602-1810,02월_무신사_틱톡_리타겟팅_1810,2026-02-01,2026-02-02,틱톡,리타겟팅,2030여성,2195318,141220,9573,15479061,181363226,무신사,정하늘
MKT-2602-0755,02월_무신사_유튜브_퍼포먼스_755,2026-02-11,2026-02-25,유튜브,퍼포먼스,2030여성,1315371,23111,990,4309276,16068786,무신사,윤세영
MKT-2602-1173,02월_무신사_틱톡_퍼포먼스_1173,2026-02-16,2026-02-19,틱톡,퍼포먼스,VIP,5080901,108516,2273,21178912,75815122,무신사,정하늘
MKT-2602-0545,02월_무신사_틱톡_브랜딩_545,2026-02-10,2026-02-11,틱톡,브랜딩,2030여성,1972857,12634,103,10132690,18633414,무신사,정하늘
MKT-2602-0455,02월_무신사_CRM_브랜딩_455,2026-02-04,2026-02-05,CRM,브랜딩,MZ남성,261495,2845,22,1632669,4812528,무신사,정하늘
MKT-2602-0467,02월_무신사_CRM_브랜딩_467,2026-02-20,2026-02-24,CRM,브랜딩,이탈방지,341261,2092,12,3099768,5598375,무신사,윤세영
MKT-2602-1259,02월_무신사_인스타그램_리타겟팅_1259,2026-02-06,2026-02-17,인스타그램,리타겟팅,VIP,2349974,135314,8897,24561438,354652915,무신사,박서연
MKT-2602-0833,02월_무신사_네이버_퍼포먼스_833,2026-02-12,2026-02-20,네이버,퍼포먼스,이탈방지,624055,20288,479,8661510,30193902,무신사,이준혁
MKT-2602-2336,02월_무신사_CRM_CRM_2336,2026-02-14,2026-02-28,CRM,CRM,신규유입,1136245,106534,9654,4107187,28590225,무신사,윤세영
MKT-2602-1162,02월_무신사_틱톡_퍼포먼스_1162,2026-02-04,2026-02-10,틱톡,퍼포먼스,브랜드관심,1238692,34493,873,17087817,65828292,무신사,최유진
MKT-2602-1948,02월_29CM_인스타그램_CRM_1948,2026-02-06,2026-02-08,인스타그램,CRM,VIP,2392012,154068,14179,23120206,141265964,29CM,송민아
MKT-2602-1782,02월_무신사_틱톡_리타겟팅_1782,2026-02-02,2026-02-05,틱톡,리타겟팅,신규유입,2030190,66626,5625,6619016,52958289,무신사,최유진
MKT-2602-1571,02월_무신사_카카오_리타겟팅_1571,2026-02-17,2026-02-26,카카오,리타겟팅,MZ남성,3407801,104605,7349,27389540,268902083,무신사,윤세영
MKT-2602-1378,02월_무신사_유튜브_리타겟팅_1378,2026-02-08,2026-02-19,유튜브,리타겟팅,이탈방지,2496546,156513,12560,19942966,251405598,무신사,김지현
MKT-2602-0990,02월_29CM_앱푸시_퍼포먼스_990,2026-02-13,2026-02-18,앱푸시,퍼포먼스,브랜드관심,341285,11366,479,4669623,17673698,29CM,정하늘
MKT-2602-2363,02월_29CM_CRM_CRM_2363,2026-02-13,2026-02-22,CRM,CRM,이탈방지,104889,7533,1264,851170,5683998,29CM,이준혁
MKT-2602-0013,02월_무신사_인스타그램_브랜딩_13,2026-02-20,2026-02-24,인스타그램,브랜딩,신규유입,898083,4739,61,4310393,8473417,무신사,한도경
MKT-2602-1885,02월_무신사_인스타그램_CRM_1885,2026-02-07,2026-02-08,인스타그램,CRM,VIP,435461,22035,2481,2271467,16260719,무신사,윤세영
MKT-2602-2131,02월_무신사_네이버_CRM_2131,2026-02-21,2026-02-24,네이버,CRM,VIP,320338,24574,1807,2434449,12703940,무신사,김지현
MKT-2602-1907,02월_무신사_인스타그램_CRM_1907,2026-02-01,2026-02-03,인스타그램,CRM,이탈방지,2608713,185569,16579,21087140,180461477,무신사,이준혁
MKT-2602-1215,02월_29CM_틱톡_퍼포먼스_1215,2026-02-06,2026-02-15,틱톡,퍼포먼스,MZ남성,186891,4885,128,2156787,7413129,29CM,박서연
MKT-2602-0948,02월_무신사_카카오_퍼포먼스_948,2026-02-15,2026-02-18,카카오,퍼포먼스,브랜드관심,1789791,69535,1982,22242041,94159023,무신사,정하늘
MKT-2602-1084,02월_무신사_CRM_퍼포먼스_1084,2026-02-15,2026-02-24,CRM,퍼포먼스,브랜드관심,788026,16797,662,10521036,47666869,무신사,정하늘
MKT-2602-0295,02월_29CM_카카오_브랜딩_295,2026-02-21,2026-02-26,카카오,브랜딩,2030여성,2124809,18004,162,21783762,43271146,29CM,한도경
MKT-2602-1575,02월_무신사_카카오_리타겟팅_1575,2026-02-07,2026-02-10,카카오,리타겟팅,이탈방지,4419054,253689,18850,23950097,290887979,무신사,김지현
MKT-2602-0382,02월_29CM_앱푸시_브랜딩_382,2026-02-04,2026-02-10,앱푸시,브랜딩,VIP,3014260,20201,139,24801910,70770135,29CM,김지현
MKT-2602-0693,02월_29CM_인스타그램_퍼포먼스_693,2026-02-04,2026-02-17,인스타그램,퍼포먼스,브랜드관심,2786637,59270,2620,24268413,116786271,29CM,윤세영
MKT-2602-0876,02월_무신사_네이버_퍼포먼스_876,2026-02-21,2026-02-28,네이버,퍼포먼스,신규유입,2096524,79882,2461,20817784,78155986,무신사,이준혁
MKT-2602-1229,02월_무신사_틱톡_퍼포먼스_1229,2026-02-06,2026-02-12,틱톡,퍼포먼스,2030여성,315455,10389,215,3101621,14838479,무신사,김지현
MKT-2602-0798,02월_29CM_네이버_퍼포먼스_798,2026-02-07,2026-02-17,네이버,퍼포먼스,VIP,1472335,49393,1271,12611080,71512636,29CM,최유진
MKT-2602-0985,02월_무신사_앱푸시_퍼포먼스_985,2026-02-01,2026-02-02,앱푸시,퍼포먼스,MZ남성,54256,2130,63,593804,2915579,무신사,윤세영
MKT-2602-1564,02월_무신사_카카오_리타겟팅_1564,2026-02-20,2026-02-25,카카오,리타겟팅,MZ남성,7146775,248631,13178,28345794,267977010,무신사,김지현
MKT-2602-0260,02월_무신사_네이버_브랜딩_260,2026-02-21,2026-02-23,네이버,브랜딩,이탈방지,596600,4761,25,8554296,22370460,무신사,송민아
MKT-2602-1280,02월_무신사_인스타그램_리타겟팅_1280,2026-02-06,2026-02-19,인스타그램,리타겟팅,신규유입,5065153,208184,15828,23793984,203299696,무신사,송민아
MKT-2602-1850,02월_무신사_틱톡_리타겟팅_1850,2026-02-21,2026-02-28,틱톡,리타겟팅,신규유입,2823067,109216,5429,26553149,331173285,무신사,송민아
MKT-2602-2194,02월_무신사_카카오_CRM_2194,2026-02-08,2026-02-15,카카오,CRM,이탈방지,969058,70210,7677,11007963,85546622,무신사,송민아
MKT-2602-2088,02월_무신사_네이버_CRM_2088,2026-02-19,2026-02-23,네이버,CRM,VIP,359007,27311,2137,3130414,28624463,무신사,최유진
MKT-2602-0886,02월_무신사_카카오_퍼포먼스_886,2026-02-05,2026-02-19,카카오,퍼포먼스,2030여성,1958871,58039,2266,22666603,77788481,무신사,박서연
MKT-2602-0426,02월_무신사_앱푸시_브랜딩_426,2026-02-01,2026-02-06,앱푸시,브랜딩,브랜드관심,2532429,32835,167,19431715,48105804,무신사,송민아
MKT-2602-0035,02월_29CM_인스타그램_브랜딩_35,2026-02-01,2026-02-06,인스타그램,브랜딩,신규유입,806901,13626,112,8401586,21225772,29CM,박서연
MKT-2602-2462,02월_무신사_틱톡_CRM_2462,2026-02-15,2026-02-16,틱톡,CRM,VIP,1731883,136423,11590,12757141,78392344,무신사,송민아
MKT-2602-1748,02월_29CM_CRM_리타겟팅_1748,2026-02-02,2026-02-11,CRM,리타겟팅,브랜드관심,2144638,128189,6682,20804428,190928751,29CM,박서연
MKT-2602-1717,02월_29CM_CRM_리타겟팅_1717,2026-02-13,2026-02-23,CRM,리타겟팅,브랜드관심,1897572,65712,6291,20660104,252516413,29CM,최유진
MKT-2602-0187,02월_29CM_네이버_브랜딩_187,2026-02-21,2026-02-28,네이버,브랜딩,이탈방지,757940,10608,57,11169201,17049485,29CM,송민아
MKT-2602-0943,02월_무신사_카카오_퍼포먼스_943,2026-02-16,2026-02-25,카카오,퍼포먼스,VIP,2696831,76421,1969,14919115,68379427,무신사,이준혁
MKT-2602-1150,02월_29CM_CRM_퍼포먼스_1150,2026-02-08,2026-02-12,CRM,퍼포먼스,브랜드관심,3796687,85016,3430,26075023,153871907,29CM,정하늘
MKT-2602-0344,02월_29CM_카카오_브랜딩_344,2026-02-11,2026-02-22,카카오,브랜딩,신규유입,2110193,26097,213,25140918,43387176,29CM,이준혁
MKT-2602-2466,02월_무신사_틱톡_CRM_2466,2026-02-09,2026-02-20,틱톡,CRM,브랜드관심,1822811,80134,7409,23840805,166303886,무신사,이준혁
MKT-2602-2436,02월_무신사_틱톡_CRM_2436,2026-02-04,2026-02-18,틱톡,CRM,브랜드관심,2631000,182448,20218,27329946,188353216,무신사,이준혁
MKT-2602-1239,02월_무신사_틱톡_퍼포먼스_1239,2026-02-07,2026-02-21,틱톡,퍼포먼스,이탈방지,2163968,90464,3041,28941351,166662449,무신사,윤세영
MKT-2602-0092,02월_무신사_유튜브_브랜딩_92,2026-02-09,2026-02-19,유튜브,브랜딩,신규유입,983256,11691,169,14707691,38204336,무신사,이준혁
MKT-2602-1976,02월_무신사_유튜브_CRM_1976,2026-02-03,2026-02-06,유튜브,CRM,이탈방지,4025342,174947,17847,19810530,130863624,무신사,김지현
MKT-2602-1437,02월_29CM_네이버_리타겟팅_1437,2026-02-11,2026-02-15,네이버,리타겟팅,2030여성,2799909,137458,12123,23020475,303115630,29CM,김지현
MKT-2602-0074,02월_29CM_인스타그램_브랜딩_74,2026-02-16,2026-02-21,인스타그램,브랜딩,2030여성,3695001,20199,278,26836397,51022346,29CM,박서연
MKT-2602-0920,02월_무신사_카카오_퍼포먼스_920,2026-02-18,2026-02-28,카카오,퍼포먼스,2030여성,1728031,26411,868,18789287,74900194,무신사,송민아
MKT-2602-1910,02월_29CM_인스타그램_CRM_1910,2026-02-10,2026-02-16,인스타그램,CRM,이탈방지,527098,25116,2506,7382511,42032128,29CM,정하늘
MKT-2602-1091,02월_29CM_CRM_퍼포먼스_1091,2026-02-16,2026-02-28,CRM,퍼포먼스,VIP,984534,32467,1417,7951953,41016828,29CM,한도경
MKT-2602-0321,02월_29CM_카카오_브랜딩_321,2026-02-16,2026-02-22,카카오,브랜딩,2030여성,1090187,7247,94,14092896,34809041,29CM,정하늘
MKT-2602-1028,02월_무신사_앱푸시_퍼포먼스_1028,2026-02-17,2026-02-27,앱푸시,퍼포먼스,이탈방지,2099113,69600,2749,22986387,130920477,무신사,이준혁
MKT-2602-1201,02월_29CM_틱톡_퍼포먼스_1201,2026-02-20,2026-02-28,틱톡,퍼포먼스,브랜드관심,398103,13146,419,3347656,12114630,29CM,정하늘
MKT-2602-1518,02월_무신사_카카오_리타겟팅_1518,2026-02-03,2026-02-13,카카오,리타겟팅,이탈방지,981490,46622,2354,14232827,160175158,무신사,윤세영
MKT-2602-0636,02월_무신사_인스타그램_퍼포먼스_636,2026-02-07,2026-02-20,인스타그램,퍼포먼스,2030여성,2095161,39031,1422,10850927,60050060,무신사,윤세영
MKT-2602-1078,02월_무신사_CRM_퍼포먼스_1078,2026-02-03,2026-02-17,CRM,퍼포먼스,VIP,2053254,44155,1484,13738255,54682424,무신사,최유진
MKT-2602-0799,02월_무신사_네이버_퍼포먼스_799,2026-02-17,2026-02-18,네이버,퍼포먼스,신규유입,599146,19296,505,7761969,45332889,무신사,윤세영
MKT-2602-1426,02월_29CM_네이버_리타겟팅_1426,2026-02-08,2026-02-11,네이버,리타겟팅,2030여성,547649,29604,2684,7439362,94570840,29CM,최유진
MKT-2602-2157,02월_무신사_카카오_CRM_2157,2026-02-21,2026-02-28,카카오,CRM,2030여성,1894620,160128,14295,9507871,88090739,무신사,김지현
MKT-2602-0085,02월_무신사_인스타그램_브랜딩_85,2026-02-17,2026-02-26,인스타그램,브랜딩,MZ남성,395457,3212,27,3614507,8868295,무신사,김지현
MKT-2602-1165,02월_무신사_틱톡_퍼포먼스_1165,2026-02-09,2026-02-19,틱톡,퍼포먼스,이탈방지,1115784,23708,520,9413556,28568690,무신사,윤세영
MKT-2602-0781,02월_29CM_유튜브_퍼포먼스_781,2026-02-11,2026-02-21,유튜브,퍼포먼스,MZ남성,559584,15621,761,7212843,34569436,29CM,정하늘
MKT-2602-1107,02월_무신사_CRM_퍼포먼스_1107,2026-02-02,2026-02-08,CRM,퍼포먼스,신규유입,2377015,60708,2120,20494944,68402680,무신사,윤세영
MKT-2602-1072,02월_29CM_CRM_퍼포먼스_1072,2026-02-03,2026-02-14,CRM,퍼포먼스,2030여성,2195335,66364,2765,11501849,66670276,29CM,윤세영
MKT-2602-1416,02월_무신사_유튜브_리타겟팅_1416,2026-02-15,2026-02-26,유튜브,리타겟팅,브랜드관심,670559,36711,3123,8705801,128134931,무신사,한도경
MKT-2602-0156,02월_무신사_유튜브_브랜딩_156,2026-02-12,2026-02-13,유튜브,브랜딩,브랜드관심,2182758,18100,145,11699054,31860585,무신사,정하늘
MKT-2602-0286,02월_29CM_카카오_브랜딩_286,2026-02-12,2026-02-20,카카오,브랜딩,이탈방지,318750,1809,16,4440261,12863429,29CM,김지현
MKT-2602-0694,02월_29CM_인스타그램_퍼포먼스_694,2026-02-21,2026-02-28,인스타그램,퍼포먼스,신규유입,933772,29677,614,8014978,38924082,29CM,한도경
MKT-2602-1204,02월_무신사_틱톡_퍼포먼스_1204,2026-02-02,2026-02-07,틱톡,퍼포먼스,VIP,4091733,93014,4634,21818528,129527493,무신사,이준혁
MKT-2602-1598,02월_무신사_카카오_리타겟팅_1598,2026-02-19,2026-02-27,카카오,리타겟팅,브랜드관심,1627024,56364,5225,11954347,149147725,무신사,송민아
MKT-2602-2237,02월_무신사_앱푸시_CRM_2237,2026-02-20,2026-02-26,앱푸시,CRM,이탈방지,2240584,153902,9646,11729900,98348843,무신사,김지현
MKT-2602-0339,02월_무신사_카카오_브랜딩_339,2026-02-11,2026-02-21,카카오,브랜딩,신규유입,1681694,9457,123,20668811,55482089,무신사,최유진
MKT-2602-0059,02월_29CM_인스타그램_브랜딩_59,2026-02-11,2026-02-25,인스타그램,브랜딩,MZ남성,1452252,18110,199,7582279,21286669,29CM,한도경
MKT-2602-1071,02월_29CM_CRM_퍼포먼스_1071,2026-02-08,2026-02-22,CRM,퍼포먼스,2030여성,1296105,52064,2396,18826829,75694361,29CM,정하늘
MKT-2602-0164,02월_무신사_유튜브_브랜딩_164,2026-02-07,2026-02-14,유튜브,브랜딩,VIP,2560152,18698,190,13466568,29320798,무신사,박서연
MKT-2602-2430,02월_무신사_틱톡_CRM_2430,2026-02-19,2026-02-22,틱톡,CRM,이탈방지,2921196,149029,14618,19066514,98540079,무신사,한도경
MKT-2602-0668,02월_29CM_인스타그램_퍼포먼스_668,2026-02-13,2026-02-15,인스타그램,퍼포먼스,VIP,1406670,25371,844,20160539,101139662,29CM,김지현
MKT-2602-0887,02월_무신사_카카오_퍼포먼스_887,2026-02-20,2026-02-27,카카오,퍼포먼스,이탈방지,2252532,47434,2305,7889945,28273462,무신사,최유진
MKT-2602-0725,02월_29CM_유튜브_퍼포먼스_725,2026-02-06,2026-02-08,유튜브,퍼포먼스,신규유입,7235498,171618,5341,27558599,143719168,29CM,김지현
MKT-2602-2291,02월_무신사_앱푸시_CRM_2291,2026-02-02,2026-02-15,앱푸시,CRM,이탈방지,7494736,414674,39131,25655914,211174567,무신사,김지현
MKT-2602-2234,02월_무신사_앱푸시_CRM_2234,2026-02-12,2026-02-22,앱푸시,CRM,신규유입,1803347,117820,13692,22714668,185527834,무신사,이준혁
MKT-2602-1672,02월_29CM_앱푸시_리타겟팅_1672,2026-02-08,2026-02-17,앱푸시,리타겟팅,신규유입,1577609,84151,7836,21499083,198235896,29CM,정하늘
MKT-2602-1052,02월_무신사_앱푸시_퍼포먼스_1052,2026-02-08,2026-02-21,앱푸시,퍼포먼스,이탈방지,4883975,184326,4820,28227158,94418612,무신사,이준혁
MKT-2602-0679,02월_무신사_인스타그램_퍼포먼스_679,2026-02-01,2026-02-05,인스타그램,퍼포먼스,MZ남성,123993,3210,87,1310152,5550369,무신사,송민아
MKT-2602-1046,02월_무신사_앱푸시_퍼포먼스_1046,2026-02-05,2026-02-13,앱푸시,퍼포먼스,브랜드관심,1341376,30207,776,19741307,85725995,무신사,정하늘
MKT-2602-0711,02월_29CM_유튜브_퍼포먼스_711,2026-02-21,2026-02-27,유튜브,퍼포먼스,2030여성,1958484,60254,1837,19391034,89957786,29CM,정하늘
MKT-2602-2455,02월_29CM_틱톡_CRM_2455,2026-02-17,2026-02-22,틱톡,CRM,2030여성,3171303,215817,26074,25008534,242598183,29CM,박서연
MKT-2602-0654,02월_무신사_인스타그램_퍼포먼스_654,2026-02-11,2026-02-18,인스타그램,퍼포먼스,신규유입,539849,18188,382,5372808,30721950,무신사,김지현
MKT-2602-0159,02월_무신사_유튜브_브랜딩_159,2026-02-13,2026-02-17,유튜브,브랜딩,신규유입,4645622,34086,370,25636869,59706290,무신사,송민아
MKT-2602-0853,02월_무신사_네이버_퍼포먼스_853,2026-02-20,2026-02-22,네이버,퍼포먼스,MZ남성,1995011,35500,840,13481696,71188387,무신사,김지현
MKT-2602-1456,02월_무신사_네이버_리타겟팅_1456,2026-02-15,2026-02-28,네이버,리타겟팅,VIP,2577956,176402,11018,17240438,172749463,무신사,윤세영
MKT-2602-1300,02월_무신사_인스타그램_리타겟팅_1300,2026-02-02,2026-02-09,인스타그램,리타겟팅,VIP,969074,31517,2382,13720487,147577760,무신사,김지현
MKT-2602-1326,02월_29CM_인스타그램_리타겟팅_1326,2026-02-02,2026-02-03,인스타그램,리타겟팅,VIP,1260554,44554,2512,16735141,170101351,29CM,송민아
MKT-2602-2094,02월_29CM_네이버_CRM_2094,2026-02-03,2026-02-10,네이버,CRM,이탈방지,370078,15284,1829,2490325,20116163,29CM,이준혁
MKT-2602-1959,02월_무신사_유튜브_CRM_1959,2026-02-05,2026-02-10,유튜브,CRM,이탈방지,1633749,126929,10649,11606316,64299708,무신사,윤세영
MKT-2602-0381,02월_29CM_앱푸시_브랜딩_381,2026-02-16,2026-02-28,앱푸시,브랜딩,MZ남성,348705,5013,30,4573942,8397856,29CM,이준혁
MKT-2602-2204,02월_29CM_카카오_CRM_2204,2026-02-20,2026-02-28,카카오,CRM,MZ남성,1767135,122681,20244,17339768,172844405,29CM,박서연
MKT-2602-2054,02월_무신사_네이버_CRM_2054,2026-02-14,2026-02-18,네이버,CRM,신규유입,1308219,104662,6165,18148443,156866948,무신사,이준혁
MKT-2602-1986,02월_무신사_유튜브_CRM_1986,2026-02-06,2026-02-13,유튜브,CRM,신규유입,2004838,150082,12325,27109207,244725945,무신사,이준혁
MKT-2602-1114,02월_무신사_CRM_퍼포먼스_1114,2026-02-05,2026-02-16,CRM,퍼포먼스,MZ남성,1886818,63843,2711,26646301,133019003,무신사,정하늘
MKT-2602-2077,02월_29CM_네이버_CRM_2077,2026-02-10,2026-02-14,네이버,CRM,VIP,3055344,195183,23490,24954476,191596967,29CM,김지현
MKT-2602-1554,02월_29CM_카카오_리타겟팅_1554,2026-02-10,2026-02-21,카카오,리타겟팅,MZ남성,3164978,97959,7173,13840663,127475984,29CM,정하늘
MKT-2602-0267,02월_29CM_네이버_브랜딩_267,2026-02-12,2026-02-13,네이버,브랜딩,신규유입,1751368,10633,90,11524369,29774940,29CM,윤세영
MKT-2602-0216,02월_무신사_네이버_브랜딩_216,2026-02-01,2026-02-11,네이버,브랜딩,이탈방지,2881033,41461,522,18304966,37573594,무신사,송민아
MKT-2602-0129,02월_29CM_유튜브_브랜딩_129,2026-02-08,2026-02-14,유튜브,브랜딩,이탈방지,4008169,62244,860,28069455,74766479,29CM,송민아
MKT-2602-0386,02월_무신사_앱푸시_브랜딩_386,2026-02-08,2026-02-10,앱푸시,브랜딩,브랜드관심,904945,9262,118,10439969,19455554,무신사,최유진
MKT-2602-2019,02월_무신사_유튜브_CRM_2019,2026-02-05,2026-02-18,유튜브,CRM,신규유입,1505222,109925,7774,7362168,64564364,무신사,최유진
MKT-2602-0722,02월_무신사_유튜브_퍼포먼스_722,2026-02-21,2026-02-23,유튜브,퍼포먼스,VIP,3051972,68365,1952,27047932,157703221,무신사,한도경
MKT-2602-0936,02월_29CM_카카오_퍼포먼스_936,2026-02-04,2026-02-06,카카오,퍼포먼스,MZ남성,3749918,122877,3130,26269762,95541322,29CM,최유진
MKT-2602-1560,02월_29CM_카카오_리타겟팅_1560,2026-02-10,2026-02-18,카카오,리타겟팅,신규유입,1582263,73970,5258,9206468,105305268,29CM,이준혁
MKT-2602-1473,02월_29CM_네이버_리타겟팅_1473,2026-02-08,2026-02-12,네이버,리타겟팅,신규유입,505566,28675,2594,5081915,63034726,29CM,정하늘
MKT-2602-0332,02월_29CM_카카오_브랜딩_332,2026-02-09,2026-02-17,카카오,브랜딩,이탈방지,1931001,22212,142,26106942,44014981,29CM,송민아
MKT-2602-0848,02월_29CM_네이버_퍼포먼스_848,2026-02-10,2026-02-14,네이버,퍼포먼스,이탈방지,1093324,28489,744,12629488,55419093,29CM,이준혁
MKT-2602-1100,02월_무신사_CRM_퍼포먼스_1100,2026-02-07,2026-02-11,CRM,퍼포먼스,MZ남성,2092487,84157,3198,24565049,144930366,무신사,윤세영
MKT-2602-0139,02월_29CM_유튜브_브랜딩_139,2026-02-11,2026-02-15,유튜브,브랜딩,이탈방지,2106955,20382,243,23813001,66152826,29CM,윤세영
MKT-2602-1008,02월_무신사_앱푸시_퍼포먼스_1008,2026-02-10,2026-02-20,앱푸시,퍼포먼스,VIP,344459,9571,356,4633021,15412061,무신사,최유진
MKT-2602-0361,02월_무신사_앱푸시_브랜딩_361,2026-02-10,2026-02-14,앱푸시,브랜딩,MZ남성,745097,9739,85,8729372,16504794,무신사,정하늘
MKT-2602-2439,02월_29CM_틱톡_CRM_2439,2026-02-10,2026-02-11,틱톡,CRM,MZ남성,851314,57801,6406,11969106,78688664,29CM,송민아
MKT-2602-1613,02월_무신사_앱푸시_리타겟팅_1613,2026-02-07,2026-02-10,앱푸시,리타겟팅,MZ남성,1255112,74257,5272,6407718,56034968,무신사,송민아
MKT-2602-1694,02월_무신사_CRM_리타겟팅_1694,2026-02-07,2026-02-08,CRM,리타겟팅,이탈방지,2228929,157159,9574,20876203,249050561,무신사,정하늘
MKT-2602-1956,02월_29CM_인스타그램_CRM_1956,2026-02-12,2026-02-16,인스타그램,CRM,브랜드관심,2778152,164345,20684,17680817,142664798,29CM,한도경
MKT-2602-0495,02월_무신사_CRM_브랜딩_495,2026-02-01,2026-02-08,CRM,브랜딩,이탈방지,1859243,26995,139,19214553,48650719,무신사,한도경
MKT-2602-0614,02월_무신사_틱톡_브랜딩_614,2026-02-09,2026-02-23,틱톡,브랜딩,2030여성,1895282,20113,162,11946835,25805948,무신사,송민아
MKT-2602-0921,02월_무신사_카카오_퍼포먼스_921,2026-02-01,2026-02-03,카카오,퍼포먼스,2030여성,2178525,48050,1323,25646035,96718313,무신사,한도경
MKT-2602-0268,02월_무신사_카카오_브랜딩_268,2026-02-04,2026-02-11,카카오,브랜딩,MZ남성,357628,5001,45,3343529,9594803,무신사,이준혁
MKT-2602-0269,02월_무신사_카카오_브랜딩_269,2026-02-09,2026-02-13,카카오,브랜딩,MZ남성,1981324,18393,125,13059741,35487440,무신사,송민아
MKT-2602-1727,02월_무신사_CRM_리타겟팅_1727,2026-02-20,2026-02-25,CRM,리타겟팅,이탈방지,2730296,156886,12302,21318550,316310894,무신사,김지현
MKT-2602-0776,02월_무신사_유튜브_퍼포먼스_776,2026-02-09,2026-02-18,유튜브,퍼포먼스,브랜드관심,3891749,73505,1750,27136112,107608204,무신사,최유진
MKT-2602-2164,02월_29CM_카카오_CRM_2164,2026-02-19,2026-02-28,카카오,CRM,이탈방지,1442032,102405,14468,14707836,90727319,29CM,한도경
MKT-2602-1923,02월_무신사_인스타그램_CRM_1923,2026-02-11,2026-02-24,인스타그램,CRM,2030여성,2555982,111073,9966,29196176,175655606,무신사,박서연
MKT-2602-0648,02월_29CM_인스타그램_퍼포먼스_648,2026-02-16,2026-02-17,인스타그램,퍼포먼스,이탈방지,382675,6096,190,5343273,25623785,29CM,이준혁
MKT-2602-0062,02월_무신사_인스타그램_브랜딩_62,2026-02-05,2026-02-08,인스타그램,브랜딩,신규유입,332652,3978,27,4255160,6553895,무신사,이준혁
MKT-2602-1289,02월_29CM_인스타그램_리타겟팅_1289,2026-02-05,2026-02-16,인스타그램,리타겟팅,2030여성,412558,15810,1175,2485066,24729706,29CM,이준혁
MKT-2602-1312,02월_무신사_인스타그램_리타겟팅_1312,2026-02-12,2026-02-16,인스타그램,리타겟팅,이탈방지,2242647,124954,8703,19435358,282169390,무신사,한도경
MKT-2602-0687,02월_무신사_인스타그램_퍼포먼스_687,2026-02-11,2026-02-20,인스타그램,퍼포먼스,VIP,353168,6029,293,4963822,27021653,무신사,박서연
MKT-2602-2290,02월_무신사_앱푸시_CRM_2290,2026-02-04,2026-02-12,앱푸시,CRM,브랜드관심,1622031,71419,4618,20917305,140975796,무신사,김지현
MKT-2602-1537,02월_무신사_카카오_리타겟팅_1537,2026-02-03,2026-02-06,카카오,리타겟팅,VIP,2796526,162657,9339,24889133,201647119,무신사,김지현
