캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2601-0807,01월_29CM_인스타그램_리타겟팅_807,2026-01-19,2026-01-20,인스타그램,리타겟팅,2030여성,3266482,137975,8697,18256405,263792243,29CM,한도경
MKT-2601-1429,01월_29CM_앱푸시_CRM_1429,2026-01-13,2026-01-15,앱푸시,CRM,신규유입,2645761,144518,19910,8072786,64756479,29CM,윤세영
MKT-2601-0847,01월_29CM_유튜브_리타겟팅_847,2026-01-17,2026-01-26,유튜브,리타겟팅,VIP,2352454,115629,6614,25249850,221502808,29CM,최유진
MKT-2601-0751,01월_29CM_틱톡_퍼포먼스_751,2026-01-11,2026-01-20,틱톡,퍼포먼스,이탈방지,618547,11268,445,6796222,32423870,29CM,박서연
MKT-2601-1219,01월_무신사_인스타그램_CRM_1219,2026-01-23,2026-01-28,인스타그램,CRM,신규유입,1019265,45514,3575,15146289,114341964,무신사,송민아
MKT-2601-0842,01월_무신사_유튜브_리타겟팅_842,2026-01-03,2026-01-07,유튜브,리타겟팅,신규유입,1356910,97119,8512,12129228,160734820,무신사,한도경
MKT-2601-0051,01월_무신사_인스타그램_브랜딩_51,2026-01-20,2026-01-27,인스타그램,브랜딩,2030여성,956471,5492,38,12198231,28845537,무신사,이준혁
MKT-2601-1507,01월_무신사_CRM_CRM_1507,2026-01-06,2026-01-07,CRM,CRM,MZ남성,172852,8348,771,2002059,18581579,무신사,김지현
MKT-2601-0889,01월_무신사_유튜브_리타겟팅_889,2026-01-13,2026-01-19,유튜브,리타겟팅,MZ남성,4483321,169082,10046,28870312,417985018,무신사,한도경
MKT-2601-0648,01월_29CM_앱푸시_퍼포먼스_648,2026-01-20,2026-01-27,앱푸시,퍼포먼스,브랜드관심,2768881,69544,1978,26951869,84677886,29CM,최유진
MKT-2601-1163,01월_29CM_틱톡_리타겟팅_1163,2026-01-11,2026-01-19,틱톡,리타겟팅,VIP,1048903,56138,4733,12706002,125647170,29CM,윤세영
MKT-2601-1044,01월_무신사_앱푸시_리타겟팅_1044,2026-01-01,2026-01-14,앱푸시,리타겟팅,VIP,121851,4216,214,1409146,11330061,무신사,최유진
MKT-2601-1182,01월_무신사_인스타그램_CRM_1182,2026-01-03,2026-01-07,인스타그램,CRM,MZ남성,2458825,195014,12055,13129196,109136732,무신사,이준혁
MKT-2601-0838,01월_무신사_유튜브_리타겟팅_838,2026-01-23,2026-01-24,유튜브,리타겟팅,브랜드관심,1270706,45955,2372,9778718,123678422,무신사,최유진
MKT-2601-1267,01월_29CM_유튜브_CRM_1267,2026-01-20,2026-01-28,유튜브,CRM,신규유입,547063,26918,4095,3566972,33508586,29CM,송민아
MKT-2601-1098,01월_29CM_CRM_리타겟팅_1098,2026-01-21,2026-01-28,CRM,리타겟팅,2030여성,2566529,108153,10445,13412751,174319638,29CM,이준혁
MKT-2601-0471,01월_무신사_유튜브_퍼포먼스_471,2026-01-11,2026-01-12,유튜브,퍼포먼스,신규유입,1811100,50545,1678,17337633,55252509,무신사,정하늘
MKT-2601-0711,01월_29CM_CRM_퍼포먼스_711,2026-01-14,2026-01-15,CRM,퍼포먼스,신규유입,939844,30640,1445,13111846,77207466,29CM,정하늘
MKT-2601-1178,01월_무신사_인스타그램_CRM_1178,2026-01-13,2026-01-14,인스타그램,CRM,MZ남성,1144266,49073,4498,4900504,35474016,무신사,정하늘
MKT-2601-0366,01월_무신사_틱톡_브랜딩_366,2026-01-08,2026-01-15,틱톡,브랜딩,이탈방지,2265224,15357,142,10273322,20635765,무신사,박서연
MKT-2601-0024,01월_무신사_인스타그램_브랜딩_24,2026-01-20,2026-01-30,인스타그램,브랜딩,브랜드관심,1824525,12791,135,11801699,23374181,무신사,정하늘
MKT-2601-0687,01월_29CM_CRM_퍼포먼스_687,2026-01-06,2026-01-16,CRM,퍼포먼스,신규유입,233183,6052,139,1289015,7380051,29CM,송민아
MKT-2601-0532,01월_29CM_네이버_퍼포먼스_532,2026-01-14,2026-01-25,네이버,퍼포먼스,2030여성,1732454,26537,1012,8954733,32215991,29CM,송민아
MKT-2601-0912,01월_무신사_네이버_리타겟팅_912,2026-01-21,2026-01-25,네이버,리타겟팅,VIP,282876,16510,1383,1485864,13739547,무신사,한도경
MKT-2601-0355,01월_무신사_틱톡_브랜딩_355,2026-01-16,2026-01-18,틱톡,브랜딩,이탈방지,2873389,15123,103,12461270,29165260,무신사,최유진
MKT-2601-0509,01월_29CM_네이버_퍼포먼스_509,2026-01-06,2026-01-07,네이버,퍼포먼스,브랜드관심,3318748,105413,2539,13332500,55686782,29CM,송민아
MKT-2601-0565,01월_29CM_카카오_퍼포먼스_565,2026-01-05,2026-01-10,카카오,퍼포먼스,VIP,952976,27536,865,6342320,33261973,29CM,이준혁
MKT-2601-0822,01월_무신사_인스타그램_리타겟팅_822,2026-01-16,2026-01-27,인스타그램,리타겟팅,이탈방지,2134360,100871,5595,6665496,73738454,무신사,송민아
MKT-2601-0473,01월_29CM_유튜브_퍼포먼스_473,2026-01-22,2026-01-27,유튜브,퍼포먼스,2030여성,2056128,44316,2077,11899866,38705887,29CM,송민아
MKT-2601-1381,01월_29CM_카카오_CRM_1381,2026-01-02,2026-01-15,카카오,CRM,이탈방지,224315,16677,1594,838259,7391740,29CM,이준혁
MKT-2601-1436,01월_무신사_앱푸시_CRM_1436,2026-01-21,2026-01-28,앱푸시,CRM,2030여성,1541825,110340,11332,13817911,78283269,무신사,이준혁
MKT-2601-0457,01월_무신사_유튜브_퍼포먼스_457,2026-01-16,2026-01-19,유튜브,퍼포먼스,브랜드관심,357330,5489,249,2562848,9571352,무신사,송민아
MKT-2601-0212,01월_무신사_카카오_브랜딩_212,2026-01-16,2026-01-30,카카오,브랜딩,2030여성,2916872,39689,478,15343175,28243765,무신사,정하늘
MKT-2601-0595,01월_29CM_카카오_퍼포먼스_595,2026-01-19,2026-01-30,카카오,퍼포먼스,신규유입,4489363,76975,2766,19105000,111553068,29CM,송민아
MKT-2601-0960,01월_29CM_카카오_리타겟팅_960,2026-01-12,2026-01-18,카카오,리타겟팅,이탈방지,2651075,145601,11800,9091526,112379487,29CM,윤세영
MKT-2601-0386,01월_무신사_틱톡_브랜딩_386,2026-01-08,2026-01-19,틱톡,브랜딩,VIP,404944,4051,27,4151630,7518020,무신사,이준혁
MKT-2601-0729,01월_29CM_틱톡_퍼포먼스_729,2026-01-14,2026-01-21,틱톡,퍼포먼스,MZ남성,1740791,48211,2050,15292581,78562442,29CM,박서연
MKT-2601-1254,01월_무신사_유튜브_CRM_1254,2026-01-23,2026-01-31,유튜브,CRM,브랜드관심,1491171,91601,9239,11881626,107211826,무신사,최유진
MKT-2601-1023,01월_29CM_앱푸시_리타겟팅_1023,2026-01-18,2026-01-22,앱푸시,리타겟팅,VIP,841667,60061,4718,10147163,112218726,29CM,정하늘
MKT-2601-1173,01월_29CM_인스타그램_CRM_1173,2026-01-16,2026-01-19,인스타그램,CRM,신규유입,2105514,150778,23216,17219750,171644784,29CM,최유진
MKT-2601-0522,01월_29CM_네이버_퍼포먼스_522,2026-01-14,2026-01-22,네이버,퍼포먼스,2030여성,7241907,179856,5348,28877050,101349560,29CM,송민아
MKT-2601-1485,01월_29CM_CRM_CRM_1485,2026-01-19,2026-01-22,CRM,CRM,MZ남성,5532867,336572,56270,28863752,188466420,29CM,윤세영
MKT-2601-1049,01월_무신사_앱푸시_리타겟팅_1049,2026-01-05,2026-01-07,앱푸시,리타겟팅,신규유입,1295758,64378,6119,17512386,243010060,무신사,송민아
MKT-2601-0742,01월_무신사_틱톡_퍼포먼스_742,2026-01-20,2026-01-25,틱톡,퍼포먼스,이탈방지,2117278,48740,1262,17086938,98178402,무신사,한도경
MKT-2601-0183,01월_29CM_카카오_브랜딩_183,2026-01-09,2026-01-17,카카오,브랜딩,2030여성,575849,7265,79,7013733,15087528,29CM,송민아
MKT-2601-0918,01월_무신사_네이버_리타겟팅_918,2026-01-15,2026-01-29,네이버,리타겟팅,2030여성,1002588,53740,4847,9558248,112617055,무신사,송민아
MKT-2601-1003,01월_무신사_앱푸시_리타겟팅_1003,2026-01-09,2026-01-21,앱푸시,리타겟팅,2030여성,1659241,56616,5584,10532726,103473903,무신사,한도경
MKT-2601-0134,01월_무신사_네이버_브랜딩_134,2026-01-04,2026-01-10,네이버,브랜딩,MZ남성,1110371,14330,180,16055005,25763847,무신사,김지현
MKT-2601-0309,01월_29CM_CRM_브랜딩_309,2026-01-19,2026-01-21,CRM,브랜딩,VIP,3172949,28280,181,18597013,37985248,29CM,정하늘
MKT-2601-0412,01월_29CM_인스타그램_퍼포먼스_412,2026-01-08,2026-01-09,인스타그램,퍼포먼스,VIP,831882,25068,1131,11032024,35265379,29CM,이준혁
MKT-2601-1061,01월_무신사_CRM_리타겟팅_1061,2026-01-16,2026-01-27,CRM,리타겟팅,MZ남성,302924,11591,998,3068751,29839807,무신사,송민아
MKT-2601-0011,01월_무신사_인스타그램_브랜딩_11,2026-01-07,2026-01-11,인스타그램,브랜딩,이탈방지,3485541,39273,544,15634306,35520481,무신사,정하늘
MKT-2601-1422,01월_29CM_앱푸시_CRM_1422,2026-01-05,2026-01-13,앱푸시,CRM,브랜드관심,396170,25892,4559,3397581,19191427,29CM,박서연
MKT-2601-0529,01월_무신사_네이버_퍼포먼스_529,2026-01-17,2026-01-25,네이버,퍼포먼스,2030여성,493062,19548,933,5329255,30266461,무신사,최유진
MKT-2601-0378,01월_무신사_틱톡_브랜딩_378,2026-01-05,2026-01-17,틱톡,브랜딩,MZ남성,1575415,7985,83,11922573,30831364,무신사,윤세영
MKT-2601-0663,01월_무신사_앱푸시_퍼포먼스_663,2026-01-20,2026-01-31,앱푸시,퍼포먼스,이탈방지,2499182,80727,1839,16203093,60954035,무신사,송민아
MKT-2601-0330,01월_무신사_CRM_브랜딩_330,2026-01-04,2026-01-15,CRM,브랜딩,브랜드관심,2257266,21969,259,26150601,55429615,무신사,박서연
MKT-2601-0887,01월_무신사_유튜브_리타겟팅_887,2026-01-02,2026-01-13,유튜브,리타겟팅,MZ남성,1602299,51877,4981,6216029,61115876,무신사,최유진
MKT-2601-0507,01월_무신사_네이버_퍼포먼스_507,2026-01-21,2026-01-24,네이버,퍼포먼스,VIP,490807,8146,345,3775945,18318233,무신사,이준혁
MKT-2601-1286,01월_29CM_네이버_CRM_1286,2026-01-14,2026-01-23,네이버,CRM,신규유입,1884979,76801,11419,20945092,143691536,29CM,송민아
MKT-2601-1007,01월_무신사_앱푸시_리타겟팅_1007,2026-01-22,2026-01-31,앱푸시,리타겟팅,이탈방지,1650817,53377,3375,13454301,147749083,무신사,송민아
MKT-2601-0850,01월_29CM_유튜브_리타겟팅_850,2026-01-05,2026-01-12,유튜브,리타겟팅,2030여성,2847372,159124,11890,13447056,167734306,29CM,이준혁
MKT-2601-1408,01월_무신사_앱푸시_CRM_1408,2026-01-16,2026-01-17,앱푸시,CRM,2030여성,886884,54013,5154,11736147,96725353,무신사,송민아
MKT-2601-0881,01월_29CM_유튜브_리타겟팅_881,2026-01-16,2026-01-23,유튜브,리타겟팅,브랜드관심,457594,16559,1553,3497594,30756045,29CM,이준혁
MKT-2601-0465,01월_무신사_유튜브_퍼포먼스_465,2026-01-13,2026-01-16,유튜브,퍼포먼스,이탈방지,1653085,27714,647,22496292,96958093,무신사,윤세영
MKT-2601-0559,01월_29CM_카카오_퍼포먼스_559,2026-01-19,2026-01-26,카카오,퍼포먼스,2030여성,275452,4412,182,2461428,10254416,29CM,이준혁
MKT-2601-1054,01월_무신사_앱푸시_리타겟팅_1054,2026-01-17,2026-01-21,앱푸시,리타겟팅,이탈방지,1559096,103848,9379,14893772,146098216,무신사,송민아
MKT-2601-0879,01월_무신사_유튜브_리타겟팅_879,2026-01-03,2026-01-15,유튜브,리타겟팅,신규유입,4661936,264056,24319,28737916,367177234,무신사,윤세영
MKT-2601-1338,01월_29CM_네이버_CRM_1338,2026-01-24,2026-01-31,네이버,CRM,이탈방지,944846,63594,6374,10955284,97004261,29CM,김지현
MKT-2601-0113,01월_29CM_네이버_브랜딩_113,2026-01-20,2026-01-23,네이버,브랜딩,신규유입,905471,5315,72,9276111,21213183,29CM,박서연
MKT-2601-0811,01월_무신사_인스타그램_리타겟팅_811,2026-01-01,2026-01-12,인스타그램,리타겟팅,VIP,1203302,41558,2789,11242678,129593840,무신사,송민아
MKT-2601-0070,01월_29CM_유튜브_브랜딩_70,2026-01-09,2026-01-22,유튜브,브랜딩,MZ남성,2134067,31966,375,29898019,66513383,29CM,박서연
MKT-2601-1185,01월_무신사_인스타그램_CRM_1185,2026-01-21,2026-01-31,인스타그램,CRM,2030여성,216050,13407,1153,2129589,19618695,무신사,윤세영
MKT-2601-0594,01월_무신사_카카오_퍼포먼스_594,2026-01-09,2026-01-16,카카오,퍼포먼스,이탈방지,2454530,72578,2067,25943531,143562369,무신사,최유진
MKT-2601-1444,01월_무신사_앱푸시_CRM_1444,2026-01-24,2026-01-31,앱푸시,CRM,이탈방지,1126102,69505,7591,14186810,109050871,무신사,송민아
MKT-2601-1514,01월_29CM_틱톡_CRM_1514,2026-01-20,2026-01-30,틱톡,CRM,MZ남성,1737439,137551,16740,17408949,163367662,29CM,김지현
MKT-2601-0540,01월_무신사_네이버_퍼포먼스_540,2026-01-14,2026-01-17,네이버,퍼포먼스,신규유입,1496953,29779,1478,14595060,72722916,무신사,송민아
MKT-2601-0619,01월_29CM_앱푸시_퍼포먼스_619,2026-01-19,2026-01-27,앱푸시,퍼포먼스,신규유입,763699,14202,664,8920057,32529662,29CM,김지현
MKT-2601-0863,01월_무신사_유튜브_리타겟팅_863,2026-01-21,2026-01-22,유튜브,리타겟팅,브랜드관심,1243188,50754,2572,11780391,155404412,무신사,송민아
MKT-2601-1460,01월_29CM_CRM_CRM_1460,2026-01-19,2026-01-22,CRM,CRM,2030여성,362959,28095,2530,5177464,30358383,29CM,윤세영
MKT-2601-1031,01월_무신사_앱푸시_리타겟팅_1031,2026-01-06,2026-01-07,앱푸시,리타겟팅,2030여성,709372,28082,1923,5198806,43631509,무신사,윤세영
MKT-2601-0041,01월_무신사_인스타그램_브랜딩_41,2026-01-09,2026-01-17,인스타그램,브랜딩,2030여성,1494776,17295,238,14938895,31954951,무신사,이준혁
MKT-2601-0499,01월_29CM_유튜브_퍼포먼스_499,2026-01-21,2026-01-23,유튜브,퍼포먼스,MZ남성,900560,23753,1128,7890069,44918592,29CM,윤세영
MKT-2601-0597,01월_무신사_카카오_퍼포먼스_597,2026-01-12,2026-01-23,카카오,퍼포먼스,브랜드관심,340703,5395,230,3405362,16357626,무신사,김지현
MKT-2601-0424,01월_29CM_인스타그램_퍼포먼스_424,2026-01-23,2026-01-30,인스타그램,퍼포먼스,2030여성,2428577,38656,1604,24714372,135990354,29CM,한도경
MKT-2601-0854,01월_무신사_유튜브_리타겟팅_854,2026-01-14,2026-01-23,유튜브,리타겟팅,브랜드관심,833230,35464,1938,7833020,84121412,무신사,이준혁
MKT-2601-0981,01월_무신사_카카오_리타겟팅_981,2026-01-11,2026-01-17,카카오,리타겟팅,브랜드관심,1434861,66010,5825,14744480,183359596,무신사,최유진
MKT-2601-1478,01월_무신사_CRM_CRM_1478,2026-01-03,2026-01-15,CRM,CRM,VIP,2244782,135338,13628,29525251,238613752,무신사,박서연
MKT-2601-0483,01월_무신사_유튜브_퍼포먼스_483,2026-01-05,2026-01-16,유튜브,퍼포먼스,2030여성,25939,885,25,384484,1735716,무신사,송민아
MKT-2601-1270,01월_무신사_유튜브_CRM_1270,2026-01-13,2026-01-25,유튜브,CRM,VIP,1693532,122805,8217,24129173,176897331,무신사,김지현
MKT-2601-0637,01월_29CM_앱푸시_퍼포먼스_637,2026-01-15,2026-01-20,앱푸시,퍼포먼스,2030여성,544677,14970,707,7054516,36381317,29CM,정하늘
MKT-2601-0970,01월_29CM_카카오_리타겟팅_970,2026-01-01,2026-01-15,카카오,리타겟팅,MZ남성,2289535,80770,4184,16295285,174642759,29CM,윤세영
MKT-2601-0416,01월_무신사_인스타그램_퍼포먼스_416,2026-01-08,2026-01-19,인스타그램,퍼포먼스,2030여성,1002634,30209,1047,14180656,69326381,무신사,송민아
MKT-2601-1464,01월_무신사_CRM_CRM_1464,2026-01-07,2026-01-19,CRM,CRM,MZ남성,1131030,78380,5362,14934293,105135619,무신사,정하늘
MKT-2601-1199,01월_29CM_인스타그램_CRM_1199,2026-01-01,2026-01-06,인스타그램,CRM,VIP,4830110,198976,21979,19146524,170690761,29CM,최유진
MKT-2601-0417,01월_무신사_인스타그램_퍼포먼스_417,2026-01-14,2026-01-20,인스타그램,퍼포먼스,VIP,1853384,44251,1516,15292002,56209204,무신사,정하늘
MKT-2601-1099,01월_무신사_CRM_리타겟팅_1099,2026-01-14,2026-01-20,CRM,리타겟팅,신규유입,68282,3124,196,611288,6991680,무신사,최유진
MKT-2601-1032,01월_무신사_앱푸시_리타겟팅_1032,2026-01-06,2026-01-11,앱푸시,리타겟팅,MZ남성,371867,16443,1447,3582680,48089275,무신사,윤세영
MKT-2601-0238,01월_무신사_앱푸시_브랜딩_238,2026-01-02,2026-01-16,앱푸시,브랜딩,신규유입,572714,4319,49,4329489,7293600,무신사,송민아
MKT-2601-0312,01월_29CM_CRM_브랜딩_312,2026-01-06,2026-01-07,CRM,브랜딩,VIP,1123813,13699,172,12122091,30434382,29CM,정하늘
MKT-2601-0828,01월_29CM_인스타그램_리타겟팅_828,2026-01-04,2026-01-12,인스타그램,리타겟팅,VIP,1109553,70860,3714,13427077,147296556,29CM,이준혁
MKT-2601-1266,01월_무신사_유튜브_CRM_1266,2026-01-22,2026-01-28,유튜브,CRM,VIP,401551,28984,2025,3160411,20414218,무신사,한도경
MKT-2601-1198,01월_무신사_인스타그램_CRM_1198,2026-01-12,2026-01-19,인스타그램,CRM,MZ남성,2624143,184596,16602,25446794,248973237,무신사,이준혁
MKT-2601-0783,01월_무신사_인스타그램_리타겟팅_783,2026-01-14,2026-01-21,인스타그램,리타겟팅,VIP,1291121,61222,4917,18372204,158955149,무신사,송민아
MKT-2601-0996,01월_무신사_카카오_리타겟팅_996,2026-01-02,2026-01-07,카카오,리타겟팅,VIP,274486,15832,1351,3281848,39399314,무신사,한도경
MKT-2601-1395,01월_무신사_카카오_CRM_1395,2026-01-22,2026-01-31,카카오,CRM,MZ남성,868774,61140,6871,12037470,85566440,무신사,정하늘
MKT-2601-1326,01월_29CM_네이버_CRM_1326,2026-01-20,2026-01-31,네이버,CRM,MZ남성,279868,18249,3166,2916403,27606771,29CM,한도경
MKT-2601-1251,01월_무신사_유튜브_CRM_1251,2026-01-23,2026-01-27,유튜브,CRM,신규유입,5456333,296766,26255,19592842,105257939,무신사,정하늘
MKT-2601-0242,01월_무신사_앱푸시_브랜딩_242,2026-01-09,2026-01-17,앱푸시,브랜딩,브랜드관심,529427,5775,67,2589815,4649887,무신사,윤세영
MKT-2601-0229,01월_29CM_앱푸시_브랜딩_229,2026-01-05,2026-01-13,앱푸시,브랜딩,이탈방지,4172055,59621,776,13723888,34316137,29CM,송민아
MKT-2601-0743,01월_29CM_틱톡_퍼포먼스_743,2026-01-12,2026-01-17,틱톡,퍼포먼스,이탈방지,1432058,40927,1518,19381911,99312915,29CM,이준혁
MKT-2601-0584,01월_무신사_카카오_퍼포먼스_584,2026-01-22,2026-01-26,카카오,퍼포먼스,2030여성,2566304,89576,2969,24171753,72567257,무신사,김지현
MKT-2601-1089,01월_무신사_CRM_리타겟팅_1089,2026-01-20,2026-01-30,CRM,리타겟팅,신규유입,1213433,54890,4333,6170184,60056951,무신사,정하늘
MKT-2601-1068,01월_무신사_CRM_리타겟팅_1068,2026-01-07,2026-01-21,CRM,리타겟팅,브랜드관심,3343184,115854,9539,25686771,250964648,무신사,한도경
MKT-2601-1243,01월_무신사_유튜브_CRM_1243,2026-01-20,2026-01-31,유튜브,CRM,이탈방지,1604160,100569,11716,22247276,221976679,무신사,이준혁
MKT-2601-0146,01월_무신사_네이버_브랜딩_146,2026-01-22,2026-01-31,네이버,브랜딩,이탈방지,379769,3524,43,5460580,10857997,무신사,정하늘
MKT-2601-0987,01월_29CM_카카오_리타겟팅_987,2026-01-15,2026-01-16,카카오,리타겟팅,VIP,792485,45722,2951,6540885,70442742,29CM,윤세영
MKT-2601-0750,01월_무신사_틱톡_퍼포먼스_750,2026-01-08,2026-01-15,틱톡,퍼포먼스,2030여성,2629940,62817,1728,23166462,119690779,무신사,한도경
MKT-2601-0009,01월_29CM_인스타그램_브랜딩_9,2026-01-06,2026-01-12,인스타그램,브랜딩,브랜드관심,773776,5644,54,4485532,11887710,29CM,김지현
MKT-2601-0831,01월_무신사_인스타그램_리타겟팅_831,2026-01-24,2026-01-30,인스타그램,리타겟팅,신규유입,2291555,155378,13663,22641216,328845261,무신사,김지현
MKT-2601-0835,01월_무신사_인스타그램_리타겟팅_835,2026-01-05,2026-01-11,인스타그램,리타겟팅,MZ남성,1500865,81823,5851,8058872,73070204,무신사,최유진
MKT-2601-0496,01월_무신사_유튜브_퍼포먼스_496,2026-01-06,2026-01-16,유튜브,퍼포먼스,VIP,957056,26040,1225,8511516,42403373,무신사,이준혁
MKT-2601-0852,01월_무신사_유튜브_리타겟팅_852,2026-01-02,2026-01-09,유튜브,리타겟팅,이탈방지,743044,29493,2182,2524858,31042743,무신사,송민아
MKT-2601-0808,01월_무신사_인스타그램_리타겟팅_808,2026-01-17,2026-01-19,인스타그램,리타겟팅,신규유입,460075,22126,1498,3559139,51750421,무신사,송민아
MKT-2601-0864,01월_무신사_유튜브_리타겟팅_864,2026-01-02,2026-01-12,유튜브,리타겟팅,2030여성,1805512,62009,5054,15031987,128442637,무신사,윤세영
MKT-2601-1208,01월_무신사_인스타그램_CRM_1208,2026-01-18,2026-01-20,인스타그램,CRM,MZ남성,1048996,81115,6557,12652690,103156395,무신사,김지현
MKT-2601-0995,01월_무신사_카카오_리타겟팅_995,2026-01-03,2026-01-08,카카오,리타겟팅,브랜드관심,1437076,94605,4910,18702789,258292101,무신사,김지현
MKT-2601-0098,01월_무신사_유튜브_브랜딩_98,2026-01-13,2026-01-22,유튜브,브랜딩,신규유입,1197515,9051,86,15929391,29178982,무신사,한도경
MKT-2601-1039,01월_29CM_앱푸시_리타겟팅_1039,2026-01-19,2026-01-23,앱푸시,리타겟팅,브랜드관심,1009640,43334,2616,13565129,149116757,29CM,최유진
MKT-2601-1233,01월_29CM_유튜브_CRM_1233,2026-01-22,2026-01-31,유튜브,CRM,신규유입,267894,18763,2821,2799457,17934744,29CM,이준혁
MKT-2601-0946,01월_무신사_네이버_리타겟팅_946,2026-01-04,2026-01-14,네이버,리타겟팅,VIP,1333774,94274,4966,9798788,113364826,무신사,정하늘
MKT-2601-1495,01월_무신사_CRM_CRM_1495,2026-01-13,2026-01-21,CRM,CRM,이탈방지,919821,45200,4893,8594432,52363467,무신사,윤세영
MKT-2601-0365,01월_무신사_틱톡_브랜딩_365,2026-01-22,2026-01-31,틱톡,브랜딩,신규유입,67062,400,3,663947,1291386,무신사,이준혁
MKT-2601-1380,01월_29CM_카카오_CRM_1380,2026-01-01,2026-01-07,카카오,CRM,2030여성,1654095,92450,12679,15802989,116868029,29CM,이준혁
MKT-2601-0674,01월_무신사_CRM_퍼포먼스_674,2026-01-15,2026-01-27,CRM,퍼포먼스,VIP,4340593,143170,3736,24194705,111025554,무신사,한도경
MKT-2601-1263,01월_무신사_유튜브_CRM_1263,2026-01-10,2026-01-19,유튜브,CRM,브랜드관심,3392101,164571,18041,13076220,97771542,무신사,김지현
MKT-2601-0322,01월_29CM_CRM_브랜딩_322,2026-01-09,2026-01-16,CRM,브랜딩,브랜드관심,1082693,14671,91,3538214,10238306,29CM,최유진
MKT-2601-0512,01월_29CM_네이버_퍼포먼스_512,2026-01-07,2026-01-20,네이버,퍼포먼스,신규유입,2660390,71459,1490,24066204,94897249,29CM,송민아
MKT-2601-1045,01월_29CM_앱푸시_리타겟팅_1045,2026-01-18,2026-01-25,앱푸시,리타겟팅,브랜드관심,1729417,112798,8929,14886173,159592997,29CM,이준혁
MKT-2601-1312,01월_무신사_네이버_CRM_1312,2026-01-23,2026-01-29,네이버,CRM,이탈방지,42985,3059,317,639536,3871445,무신사,윤세영
MKT-2601-1152,01월_무신사_틱톡_리타겟팅_1152,2026-01-12,2026-01-13,틱톡,리타겟팅,2030여성,1310062,57492,5453,7737964,106092721,무신사,최유진
MKT-2601-0109,01월_무신사_유튜브_브랜딩_109,2026-01-12,2026-01-25,유튜브,브랜딩,이탈방지,142003,836,6,1747590,4182722,무신사,윤세영
MKT-2601-1101,01월_무신사_CRM_리타겟팅_1101,2026-01-07,2026-01-14,CRM,리타겟팅,이탈방지,628463,24078,1333,4151946,52945781,무신사,최유진
MKT-2601-1116,01월_29CM_CRM_리타겟팅_1116,2026-01-12,2026-01-14,CRM,리타겟팅,MZ남성,314271,10273,786,4479115,50034032,29CM,송민아
MKT-2601-0042,01월_무신사_인스타그램_브랜딩_42,2026-01-04,2026-01-17,인스타그램,브랜딩,이탈방지,1565623,22179,254,15491274,45986646,무신사,한도경
MKT-2601-0027,01월_무신사_인스타그램_브랜딩_27,2026-01-12,2026-01-24,인스타그램,브랜딩,VIP,2334350,30972,207,27166696,70485915,무신사,송민아
MKT-2601-0519,01월_무신사_네이버_퍼포먼스_519,2026-01-11,2026-01-18,네이버,퍼포먼스,이탈방지,1119503,26710,1105,7071944,37420164,무신사,윤세영
MKT-2601-1226,01월_무신사_인스타그램_CRM_1226,2026-01-22,2026-01-27,인스타그램,CRM,이탈방지,1440798,72060,7184,8477343,61990421,무신사,김지현
MKT-2601-0579,01월_무신사_카카오_퍼포먼스_579,2026-01-19,2026-01-24,카카오,퍼포먼스,VIP,1424657,40485,1714,9342947,35204930,무신사,송민아
MKT-2601-0223,01월_무신사_앱푸시_브랜딩_223,2026-01-24,2026-01-29,앱푸시,브랜딩,2030여성,971450,9278,132,12256987,24911282,무신사,윤세영
MKT-2601-0195,01월_29CM_카카오_브랜딩_195,2026-01-07,2026-01-12,카카오,브랜딩,VIP,595962,3502,41,3874988,8319369,29CM,송민아
MKT-2601-1425,01월_무신사_앱푸시_CRM_1425,2026-01-21,2026-01-24,앱푸시,CRM,브랜드관심,2109135,152830,12202,18863760,103244931,무신사,박서연
MKT-2601-0724,01월_29CM_CRM_퍼포먼스_724,2026-01-18,2026-01-22,CRM,퍼포먼스,이탈방지,1392530,57324,2144,20878835,92094421,29CM,김지현
MKT-2601-0458,01월_무신사_유튜브_퍼포먼스_458,2026-01-16,2026-01-27,유튜브,퍼포먼스,브랜드관심,6257301,181356,7382,19803700,98394187,무신사,박서연
MKT-2601-0718,01월_무신사_CRM_퍼포먼스_718,2026-01-05,2026-01-18,CRM,퍼포먼스,이탈방지,324472,11312,529,4852192,28807257,무신사,송민아
MKT-2601-0172,01월_무신사_카카오_브랜딩_172,2026-01-06,2026-01-08,카카오,브랜딩,신규유입,1754264,12341,159,19231546,55611644,무신사,한도경
MKT-2601-0463,01월_29CM_유튜브_퍼포먼스_463,2026-01-10,2026-01-21,유튜브,퍼포먼스,MZ남성,1012786,22306,670,13215353,66655461,29CM,윤세영
MKT-2601-0390,01월_29CM_인스타그램_퍼포먼스_390,2026-01-04,2026-01-16,인스타그램,퍼포먼스,2030여성,2901910,72897,2272,22307143,106344608,29CM,박서연
MKT-2601-0955,01월_무신사_카카오_리타겟팅_955,2026-01-23,2026-01-31,카카오,리타겟팅,이탈방지,330893,11551,1061,4543019,40356805,무신사,최유진
