주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
LB-260314-0140,2026-03-14,20:47,자사몰,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,3,59000,177000,인천,배송중
CM-260314-0105,2026-03-14,20:47,29CM,섬유향수,사이 섬유향수,LB-FF-001,3,15300,45900,서울,배송완료
CM-260314-0107,2026-03-14,20:51,29CM,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15300,15300,부산,배송완료
MS-260314-0323,2026-03-14,20:51,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,세종,반품완료
OY-260314-0197,2026-03-14,20:58,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,서울,배송완료
CM-260314-0122,2026-03-14,20:59,29CM,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,57200,57200,서울,배송중
MS-260314-0297,2026-03-14,21:01,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,교환완료
MS-260314-0305,2026-03-14,21:01,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,세종,배송완료
OY-260314-0214,2026-03-14,21:01,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,24000,48000,인천,배송중
LB-260314-0142,2026-03-14,21:10,자사몰,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,대구,배송완료
MS-260314-0307,2026-03-14,21:23,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,배송완료
LB-260314-0159,2026-03-14,21:38,자사몰,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15800,31600,경기,배송중
OY-260314-0215,2026-03-14,21:49,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,21000,42000,전남,배송완료
KK-260314-0265,2026-03-14,21:57,카카오선물하기,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,경기,배송완료
OY-260314-0220,2026-03-14,22:03,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,경남,배송완료
LB-260314-0154,2026-03-14,22:56,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,2,24000,48000,경기,배송완료
KK-260314-0267,2026-03-14,23:07,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,교환완료
KK-260314-0246,2026-03-14,23:23,카카오선물하기,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,서울,배송완료
KK-260314-0238,2026-03-14,23:44,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,부산,교환완료
OY-260315-0223,2026-03-15,05:02,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송완료
OY-260315-0228,2026-03-15,05:12,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,전남,배송완료
CM-260315-0129,2026-03-15,05:28,29CM,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15500,15500,경남,반품완료
MS-260315-0352,2026-03-15,05:29,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15000,30000,충남,배송완료
MS-260315-0353,2026-03-15,07:32,무신사,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,56000,56000,충남,배송완료
MS-260315-0354,2026-03-15,08:28,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,2,15200,30400,부산,배송완료
CM-260315-0126,2026-03-15,08:35,29CM,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,53300,53300,경기,배송완료
OY-260315-0224,2026-03-15,08:51,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15800,31600,서울,배송완료
KK-260315-0278,2026-03-15,09:22,카카오선물하기,섬유향수,요이 섬유향수,LB-FF-007,2,15800,31600,대전,배송중
KK-260315-0276,2026-03-15,09:50,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,경기,배송완료
KK-260315-0274,2026-03-15,10:22,카카오선물하기,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,서울,교환완료
LB-260315-0168,2026-03-15,10:30,자사몰,섬유향수,칠 섬유향수,LB-FF-003,2,15800,31600,경기,배송완료
KK-260315-0280,2026-03-15,10:47,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,부산,배송완료
LB-260315-0164,2026-03-15,10:48,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,서울,배송완료
KK-260315-0277,2026-03-15,10:58,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,대구,배송완료
MS-260315-0351,2026-03-15,11:43,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,3,15000,45000,서울,배송중
LB-260315-0167,2026-03-15,12:00,자사몰,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,55000,55000,경기,배송완료
CM-260315-0130,2026-03-15,12:08,29CM,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,23200,23200,경기,배송완료
CM-260315-0127,2026-03-15,12:37,29CM,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,2,35800,71600,서울,배송완료
MS-260315-0358,2026-03-15,13:39,무신사,섬유향수,민티 섬유향수,LB-FF-008,1,15000,15000,서울,배송중
MS-260315-0360,2026-03-15,14:11,무신사,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,2,22800,45600,서울,교환완료
LB-260315-0169,2026-03-15,14:44,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,부산,배송완료
MS-260315-0349,2026-03-15,14:55,무신사,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,52200,52200,서울,배송완료
LB-260315-0165,2026-03-15,16:44,자사몰,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
CM-260315-0128,2026-03-15,17:04,29CM,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15300,30600,대구,배송완료
MS-260315-0361,2026-03-15,17:19,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,서울,배송완료
OY-260315-0226,2026-03-15,18:11,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,경기,반품완료
KK-260315-0275,2026-03-15,18:40,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,부산,배송완료
MS-260315-0350,2026-03-15,18:47,무신사,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,19900,39800,경기,반품완료
OY-260315-0225,2026-03-15,18:55,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,서울,배송완료
MS-260315-0348,2026-03-15,19:19,무신사,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,42700,85400,부산,배송완료
CM-260315-0131,2026-03-15,19:45,29CM,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30600,30600,서울,배송완료
MS-260315-0357,2026-03-15,20:27,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,경남,배송완료
MS-260315-0355,2026-03-15,20:45,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,배송완료
MS-260315-0356,2026-03-15,21:10,무신사,섬유향수,요이 섬유향수,LB-FF-007,2,15000,30000,부산,배송완료
LB-260315-0166,2026-03-15,21:11,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송완료
MS-260315-0347,2026-03-15,21:25,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,경기,배송완료
OY-260315-0222,2026-03-15,22:42,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,서울,배송완료
OY-260315-0227,2026-03-15,22:50,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,서울,배송완료
MS-260315-0359,2026-03-15,23:15,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,부산,배송완료
KK-260315-0279,2026-03-15,23:56,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송완료
MS-260316-0366,2026-03-16,01:59,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,대전,배송완료
OY-260316-0232,2026-03-16,02:53,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,부산,배송완료
CM-260316-0132,2026-03-16,06:02,29CM,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,23200,23200,서울,반품완료
KK-260316-0287,2026-03-16,06:44,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,서울,배송중
CM-260316-0133,2026-03-16,07:08,29CM,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,2,53300,106600,경기,교환완료
KK-260316-0282,2026-03-16,07:34,카카오선물하기,섬유향수,민티 섬유향수,LB-FF-008,2,15800,31600,인천,배송완료
KK-260316-0283,2026-03-16,08:26,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,인천,배송완료
LB-260316-0175,2026-03-16,08:27,자사몰,섬유향수,민티 섬유향수,LB-FF-008,2,15800,31600,경북,배송완료
LB-260316-0173,2026-03-16,08:56,자사몰,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,세종,배송완료
MS-260316-0373,2026-03-16,09:09,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,서울,배송완료
LB-260316-0170,2026-03-16,09:17,자사몰,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15800,31600,부산,배송완료
LB-260316-0174,2026-03-16,09:41,자사몰,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,서울,반품완료
MS-260316-0377,2026-03-16,10:31,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,2,15200,30400,부산,배송완료
LB-260316-0171,2026-03-16,10:40,자사몰,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,부산,배송중
OY-260316-0229,2026-03-16,10:45,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,서울,배송완료
LB-260316-0176,2026-03-16,12:20,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,경기,배송완료
KK-260316-0284,2026-03-16,13:45,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,45000,90000,서울,배송완료
MS-260316-0363,2026-03-16,15:23,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,2,15200,30400,서울,배송완료
KK-260316-0285,2026-03-16,15:24,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송완료
OY-260316-0231,2026-03-16,15:46,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,광주,배송완료
KK-260316-0286,2026-03-16,15:55,카카오선물하기,디퓨저,와일드 가든 디퓨저,LB-DF-003,3,21000,63000,광주,교환완료
MS-260316-0369,2026-03-16,16:00,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,3,19900,59700,울산,배송완료
KK-260316-0281,2026-03-16,16:27,카카오선물하기,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,서울,배송완료
MS-260316-0370,2026-03-16,16:51,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,강원,배송완료
LB-260316-0172,2026-03-16,17:00,자사몰,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,대전,배송완료
MS-260316-0376,2026-03-16,17:09,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,충남,반품완료
MS-260316-0362,2026-03-16,17:49,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,충북,배송완료
MS-260316-0367,2026-03-16,17:56,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,서울,배송완료
MS-260316-0364,2026-03-16,18:07,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,서울,반품완료
MS-260316-0365,2026-03-16,18:25,무신사,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30000,30000,경기,배송중
MS-260316-0371,2026-03-16,21:05,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,경기,배송완료
MS-260316-0375,2026-03-16,21:05,무신사,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,19900,19900,충남,교환완료
MS-260316-0372,2026-03-16,21:11,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,부산,배송완료
OY-260316-0230,2026-03-16,21:56,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,경기,배송완료
KK-260316-0288,2026-03-16,22:49,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,2,31600,63200,부산,배송완료
MS-260316-0368,2026-03-16,23:13,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,3,15200,45600,경기,배송완료
MS-260316-0374,2026-03-16,23:14,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,서울,배송완료
KK-260317-0290,2026-03-17,01:53,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,경기,배송완료
LB-260317-0177,2026-03-17,03:27,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,경기,배송완료
LB-260317-0178,2026-03-17,04:17,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,교환완료
MS-260317-0378,2026-03-17,06:22,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,경기,배송완료
OY-260317-0235,2026-03-17,07:23,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,서울,배송완료
MS-260317-0384,2026-03-17,07:57,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,15200,30400,경기,배송완료
CM-260317-0136,2026-03-17,08:07,29CM,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,23200,23200,경남,배송완료
KK-260317-0292,2026-03-17,09:06,카카오선물하기,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,서울,배송완료
OY-260317-0239,2026-03-17,09:06,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,서울,교환완료
OY-260317-0244,2026-03-17,09:06,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,전북,배송완료
OY-260317-0241,2026-03-17,09:29,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,서울,반품완료
LB-260317-0180,2026-03-17,09:49,자사몰,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,경기,배송완료
OY-260317-0234,2026-03-17,10:05,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,인천,배송완료
CM-260317-0137,2026-03-17,10:56,29CM,섬유향수,요이 섬유향수,LB-FF-007,1,15300,15300,제주,배송완료
OY-260317-0240,2026-03-17,11:19,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,서울,배송완료
KK-260317-0295,2026-03-17,11:38,카카오선물하기,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,경기,배송완료
CM-260317-0134,2026-03-17,12:03,29CM,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,20300,40600,서울,배송완료
KK-260317-0289,2026-03-17,12:05,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,서울,배송완료
OY-260317-0236,2026-03-17,13:08,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,16000,32000,대구,배송완료
KK-260317-0294,2026-03-17,13:10,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,전남,배송완료
KK-260317-0291,2026-03-17,13:20,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,부산,배송완료
LB-260317-0182,2026-03-17,13:40,자사몰,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,서울,교환완료
OY-260317-0243,2026-03-17,15:09,올리브영,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,강원,배송완료
MS-260317-0385,2026-03-17,15:50,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,배송완료
MS-260317-0386,2026-03-17,15:57,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,19900,39800,인천,배송완료
OY-260317-0233,2026-03-17,17:15,올리브영,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,21000,42000,경기,배송중
MS-260317-0383,2026-03-17,17:17,무신사,섬유향수,사이 섬유향수,LB-FF-001,3,15000,45000,서울,배송완료
LB-260317-0181,2026-03-17,17:28,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,교환완료
LB-260317-0179,2026-03-17,17:49,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,2,24000,48000,대구,배송중
KK-260317-0293,2026-03-17,18:08,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,대구,배송완료
OY-260317-0237,2026-03-17,18:18,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,서울,배송완료
OY-260317-0238,2026-03-17,18:27,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,전남,배송완료
MS-260317-0381,2026-03-17,18:43,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,19900,19900,경기,배송완료
MS-260317-0380,2026-03-17,19:09,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15200,15200,서울,배송완료
OY-260317-0242,2026-03-17,19:28,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,대전,배송완료
LB-260317-0183,2026-03-17,19:50,자사몰,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경기,배송완료
LB-260317-0184,2026-03-17,20:28,자사몰,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,충북,배송중
MS-260317-0382,2026-03-17,20:42,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,서울,배송완료
MS-260317-0379,2026-03-17,21:15,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,3,15000,45000,서울,배송완료
CM-260317-0135,2026-03-17,23:06,29CM,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,20300,20300,대전,배송완료
KK-260318-0304,2026-03-18,03:04,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,반품완료
KK-260318-0303,2026-03-18,03:37,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,충북,배송완료
KK-260318-0305,2026-03-18,07:42,카카오선물하기,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경기,배송완료
CM-260318-0144,2026-03-18,07:51,29CM,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,53300,53300,경기,배송완료
OY-260318-0248,2026-03-18,08:07,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15800,31600,부산,배송완료
MS-260318-0393,2026-03-18,08:21,무신사,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,42700,85400,제주,배송완료
MS-260318-0399,2026-03-18,08:23,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,34900,69800,전남,배송완료
MS-260318-0404,2026-03-18,09:13,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,경기,배송완료
KK-260318-0313,2026-03-18,09:17,카카오선물하기,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경기,배송완료
MS-260318-0389,2026-03-18,09:30,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15200,15200,경북,배송완료
MS-260318-0387,2026-03-18,09:44,무신사,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30000,30000,경기,배송완료
OY-260318-0250,2026-03-18,09:46,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경기,배송완료
LB-260318-0190,2026-03-18,10:01,자사몰,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,서울,반품완료
MS-260318-0403,2026-03-18,10:06,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,서울,배송완료
OY-260318-0249,2026-03-18,10:11,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송완료
OY-260318-0251,2026-03-18,10:18,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,대구,배송완료
LB-260318-0188,2026-03-18,10:23,자사몰,향수,아트 북 오 드 퍼퓸,LB-EDP-009,2,59000,118000,서울,배송완료
KK-260318-0307,2026-03-18,10:35,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,교환완료
OY-260318-0255,2026-03-18,10:39,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,부산,배송완료
KK-260318-0302,2026-03-18,10:49,카카오선물하기,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,대전,배송완료
KK-260318-0301,2026-03-18,11:05,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,서울,배송완료
MS-260318-0401,2026-03-18,11:16,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,경기,교환완료
KK-260318-0311,2026-03-18,11:29,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,부산,배송중
KK-260318-0298,2026-03-18,12:31,카카오선물하기,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,대구,교환완료
LB-260318-0192,2026-03-18,12:31,자사몰,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,서울,배송완료
KK-260318-0300,2026-03-18,12:46,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,45000,90000,서울,배송완료
LB-260318-0193,2026-03-18,13:39,자사몰,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,55000,55000,경기,배송완료
CM-260318-0141,2026-03-18,13:51,29CM,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15300,15300,경기,배송중
MS-260318-0397,2026-03-18,14:02,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,제주,배송완료
KK-260318-0310,2026-03-18,14:15,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,인천,반품완료
MS-260318-0400,2026-03-18,15:00,무신사,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,2,52200,104400,전남,배송완료
KK-260318-0312,2026-03-18,15:22,카카오선물하기,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,경기,배송완료
OY-260318-0247,2026-03-18,15:24,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,서울,반품완료
MS-260318-0396,2026-03-18,15:25,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,3,15200,45600,서울,배송완료
KK-260318-0309,2026-03-18,16:07,카카오선물하기,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,21000,42000,서울,배송완료
MS-260318-0394,2026-03-18,16:27,무신사,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,22800,22800,서울,배송완료
LB-260318-0187,2026-03-18,17:28,자사몰,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,21000,42000,대전,배송완료
MS-260318-0392,2026-03-18,17:49,무신사,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,3,22800,68400,경기,배송완료
KK-260318-0306,2026-03-18,18:13,카카오선물하기,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,55000,55000,경기,배송완료
LB-260318-0186,2026-03-18,18:58,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경남,교환완료
CM-260318-0140,2026-03-18,18:59,29CM,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,20300,20300,서울,교환완료
CM-260318-0139,2026-03-18,19:25,29CM,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,35600,35600,서울,배송완료
MS-260318-0398,2026-03-18,19:31,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,인천,배송완료
CM-260318-0138,2026-03-18,19:42,29CM,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,53300,53300,서울,배송완료
MS-260318-0390,2026-03-18,19:53,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,34900,34900,울산,교환완료
CM-260318-0142,2026-03-18,20:17,29CM,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,32900,32900,경남,배송완료
KK-260318-0308,2026-03-18,20:25,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,배송중
CM-260318-0143,2026-03-18,20:26,29CM,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15500,15500,부산,배송완료
MS-260318-0395,2026-03-18,20:32,무신사,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,19900,19900,서울,배송완료
KK-260318-0296,2026-03-18,20:44,카카오선물하기,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,경기,배송완료
OY-260318-0252,2026-03-18,20:44,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,서울,배송완료
KK-260318-0299,2026-03-18,20:50,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,전북,반품완료
OY-260318-0253,2026-03-18,21:11,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,서울,배송완료
LB-260318-0189,2026-03-18,21:17,자사몰,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,서울,배송완료
KK-260318-0297,2026-03-18,21:57,카카오선물하기,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,강원,배송완료
OY-260318-0245,2026-03-18,21:59,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,서울,배송완료
MS-260318-0391,2026-03-18,22:12,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,인천,배송완료
OY-260318-0254,2026-03-18,22:14,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,서울,배송완료
MS-260318-0388,2026-03-18,22:21,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,서울,배송완료
OY-260318-0246,2026-03-18,22:36,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,3,15800,47400,경북,배송완료
MS-260318-0402,2026-03-18,22:36,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,부산,배송완료
LB-260318-0185,2026-03-18,23:53,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,강원,반품완료
LB-260318-0191,2026-03-18,23:55,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,부산,배송완료
MS-260319-0412,2026-03-19,00:22,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,부산,배송완료
