주문번호,주문일,주문시간,요일,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,결제수단
P-260418-1980,2026-04-18,14:41,토,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260418-1980,2026-04-18,14:41,토,3,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260418-1980,2026-04-18,14:41,토,3,B001,음료,사이다,2,4000,8000,1800,카드
P-260418-1981,2026-04-18,18:48,토,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1981,2026-04-18,18:48,토,6,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-1981,2026-04-18,18:48,토,6,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260418-1981,2026-04-18,18:48,토,6,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260418-1981,2026-04-18,18:48,토,6,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260418-1981,2026-04-18,18:48,토,6,A004,주류,카스,2,6000,12000,3000,카드
P-260418-1981,2026-04-18,18:48,토,6,A005,주류,한라산,2,14000,28000,9000,카드
P-260418-1982,2026-04-18,12:59,토,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1982,2026-04-18,12:59,토,2,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260418-1983,2026-04-18,13:15,토,4,S005,식사,간장게장 정식,2,32000,64000,28000,카드
P-260418-1983,2026-04-18,13:15,토,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260418-1983,2026-04-18,13:15,토,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260418-1983,2026-04-18,13:15,토,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260418-1983,2026-04-18,13:15,토,4,B001,음료,사이다,2,4000,8000,1800,카드
P-260418-1984,2026-04-18,18:26,토,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,간편결제
P-260418-1984,2026-04-18,18:26,토,2,D001,사이드,한치회무침,1,22000,22000,7800,간편결제
P-260418-1984,2026-04-18,18:26,토,2,D006,사이드,계란말이,1,9000,9000,2400,간편결제
P-260418-1984,2026-04-18,18:26,토,2,A003,주류,테라,1,6000,6000,1500,간편결제
P-260418-1985,2026-04-18,12:20,토,6,S001,식사,갈비탕,2,19000,38000,15600,카드
P-260418-1985,2026-04-18,12:20,토,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260418-1985,2026-04-18,12:20,토,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1985,2026-04-18,12:20,토,6,S010,식사,들기름 막국수,2,13000,26000,8400,카드
P-260418-1986,2026-04-18,12:21,토,6,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260418-1986,2026-04-18,12:21,토,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1986,2026-04-18,12:21,토,6,S010,식사,들기름 막국수,2,13000,26000,8400,카드
P-260418-1986,2026-04-18,12:21,토,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260418-1986,2026-04-18,12:21,토,6,B005,음료,오미자차,2,6000,12000,3000,카드
P-260418-1987,2026-04-18,20:08,토,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260418-1987,2026-04-18,20:08,토,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260418-1987,2026-04-18,20:08,토,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-1987,2026-04-18,20:08,토,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260418-1987,2026-04-18,20:08,토,4,A004,주류,카스,3,6000,18000,4500,카드
P-260418-1987,2026-04-18,20:08,토,4,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260418-1988,2026-04-18,18:06,토,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260418-1988,2026-04-18,18:06,토,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1988,2026-04-18,18:06,토,3,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-1988,2026-04-18,18:06,토,3,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260418-1988,2026-04-18,18:06,토,3,D003,사이드,감자전,1,14000,14000,3200,카드
P-260418-1988,2026-04-18,18:06,토,3,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260418-1989,2026-04-18,15:21,토,5,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260418-1989,2026-04-18,15:21,토,5,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260418-1989,2026-04-18,15:21,토,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260418-1989,2026-04-18,15:21,토,5,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260418-1989,2026-04-18,15:21,토,5,A005,주류,한라산,1,14000,14000,4500,카드
P-260418-1990,2026-04-18,23:25,토,6,S008,식사,보쌈 (대),1,52000,52000,19500,간편결제
P-260418-1990,2026-04-18,23:25,토,6,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260418-1990,2026-04-18,23:25,토,6,D006,사이드,계란말이,1,9000,9000,2400,간편결제
P-260418-1990,2026-04-18,23:25,토,6,D003,사이드,감자전,1,14000,14000,3200,간편결제
P-260418-1990,2026-04-18,23:25,토,6,A002,주류,처음처럼,2,5000,10000,2400,간편결제
P-260418-1990,2026-04-18,23:25,토,6,A003,주류,테라,1,6000,6000,1500,간편결제
P-260418-1990,2026-04-18,23:25,토,6,A001,주류,참이슬 후레쉬,1,5000,5000,1200,간편결제
P-260418-1991,2026-04-18,13:15,토,2,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260418-1991,2026-04-18,13:15,토,2,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,간편결제
P-260418-1992,2026-04-18,12:05,토,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260418-1992,2026-04-18,12:05,토,3,S001,식사,갈비탕,2,19000,38000,15600,카드
P-260418-1993,2026-04-18,22:40,토,8,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260418-1993,2026-04-18,22:40,토,8,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260418-1993,2026-04-18,22:40,토,8,D003,사이드,감자전,1,14000,14000,3200,카드
P-260418-1993,2026-04-18,22:40,토,8,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260418-1993,2026-04-18,22:40,토,8,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-1993,2026-04-18,22:40,토,8,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260418-1993,2026-04-18,22:40,토,8,A002,주류,처음처럼,2,5000,10000,2400,카드
P-260418-1993,2026-04-18,22:40,토,8,A003,주류,테라,1,6000,6000,1500,카드
P-260418-1993,2026-04-18,22:40,토,8,A006,주류,복분자주 (병),1,22000,22000,6800,카드
P-260418-1994,2026-04-18,20:58,토,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1994,2026-04-18,20:58,토,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260418-1994,2026-04-18,20:58,토,2,D003,사이드,감자전,1,14000,14000,3200,카드
P-260418-1994,2026-04-18,20:58,토,2,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260418-1994,2026-04-18,20:58,토,2,B001,음료,사이다,2,4000,8000,1800,카드
P-260418-1995,2026-04-18,21:59,토,3,S007,식사,보쌈 (소),1,32000,32000,11000,간편결제
P-260418-1995,2026-04-18,21:59,토,3,D003,사이드,감자전,1,14000,14000,3200,간편결제
P-260418-1995,2026-04-18,21:59,토,3,D006,사이드,계란말이,1,9000,9000,2400,간편결제
P-260418-1995,2026-04-18,21:59,토,3,A003,주류,테라,2,6000,12000,3000,간편결제
P-260418-1996,2026-04-18,20:47,토,2,S001,식사,갈비탕,1,19000,19000,7800,간편결제
P-260418-1996,2026-04-18,20:47,토,2,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260418-1996,2026-04-18,20:47,토,2,D006,사이드,계란말이,1,9000,9000,2400,간편결제
P-260418-1996,2026-04-18,20:47,토,2,A001,주류,참이슬 후레쉬,1,5000,5000,1200,간편결제
P-260418-1997,2026-04-18,18:56,토,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1997,2026-04-18,18:56,토,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260418-1997,2026-04-18,18:56,토,2,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-1997,2026-04-18,18:56,토,2,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260418-1997,2026-04-18,18:56,토,2,B001,음료,사이다,1,4000,4000,900,카드
P-260418-1998,2026-04-18,20:19,토,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260418-1998,2026-04-18,20:19,토,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260418-1998,2026-04-18,20:19,토,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260418-1998,2026-04-18,20:19,토,2,A003,주류,테라,2,6000,12000,3000,카드
P-260418-1998,2026-04-18,20:19,토,2,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260418-1999,2026-04-18,19:16,토,6,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260418-1999,2026-04-18,19:16,토,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-1999,2026-04-18,19:16,토,6,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260418-1999,2026-04-18,19:16,토,6,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260418-1999,2026-04-18,19:16,토,6,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260418-1999,2026-04-18,19:16,토,6,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260418-1999,2026-04-18,19:16,토,6,A004,주류,카스,2,6000,12000,3000,카드
P-260418-2000,2026-04-18,12:30,토,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260418-2000,2026-04-18,12:30,토,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260418-2000,2026-04-18,12:30,토,4,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260418-2000,2026-04-18,12:30,토,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260418-2000,2026-04-18,12:30,토,4,B001,음료,사이다,2,4000,8000,1800,카드
P-260418-2001,2026-04-18,14:08,토,2,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260418-2001,2026-04-18,14:08,토,2,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260418-2002,2026-04-18,19:53,토,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260418-2002,2026-04-18,19:53,토,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-2002,2026-04-18,19:53,토,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260418-2002,2026-04-18,19:53,토,4,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260418-2002,2026-04-18,19:53,토,4,B004,음료,식혜,1,5000,5000,1200,카드
P-260418-2002,2026-04-18,19:53,토,4,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260418-2003,2026-04-18,12:54,토,4,S001,식사,갈비탕,2,19000,38000,15600,카드
P-260418-2003,2026-04-18,12:54,토,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260418-2003,2026-04-18,12:54,토,4,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260418-2003,2026-04-18,12:54,토,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260418-2003,2026-04-18,12:54,토,4,B002,음료,콜라,2,4000,8000,1800,카드
P-260419-2004,2026-04-19,13:19,일,2,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260419-2004,2026-04-19,13:19,일,2,B005,음료,오미자차,2,6000,12000,3000,카드
P-260419-2005,2026-04-19,13:17,일,2,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260419-2005,2026-04-19,13:17,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2006,2026-04-19,12:55,일,4,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260419-2006,2026-04-19,12:55,일,4,S010,식사,들기름 막국수,2,13000,26000,8400,카드
P-260419-2006,2026-04-19,12:55,일,4,B002,음료,콜라,2,4000,8000,1800,카드
P-260419-2007,2026-04-19,18:05,일,3,S007,식사,보쌈 (소),1,32000,32000,11000,현금
P-260419-2007,2026-04-19,18:05,일,3,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,현금
P-260419-2007,2026-04-19,18:05,일,3,D007,사이드,도토리묵,1,11000,11000,2800,현금
P-260419-2007,2026-04-19,18:05,일,3,D006,사이드,계란말이,1,9000,9000,2400,현금
P-260419-2007,2026-04-19,18:05,일,3,A001,주류,참이슬 후레쉬,2,5000,10000,2400,현금
P-260419-2007,2026-04-19,18:05,일,3,E004,디저트,수제 한과 모듬,1,9000,9000,2400,현금
P-260419-2008,2026-04-19,19:37,일,8,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2008,2026-04-19,19:37,일,8,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2008,2026-04-19,19:37,일,8,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2008,2026-04-19,19:37,일,8,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2008,2026-04-19,19:37,일,8,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260419-2008,2026-04-19,19:37,일,8,A003,주류,테라,1,6000,6000,1500,카드
P-260419-2008,2026-04-19,19:37,일,8,A005,주류,한라산,1,14000,14000,4500,카드
P-260419-2008,2026-04-19,19:37,일,8,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260419-2008,2026-04-19,19:37,일,8,B003,음료,수정과,2,5000,10000,2400,카드
P-260419-2009,2026-04-19,20:11,일,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2009,2026-04-19,20:11,일,3,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260419-2009,2026-04-19,20:11,일,3,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2009,2026-04-19,20:11,일,3,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2009,2026-04-19,20:11,일,3,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260419-2009,2026-04-19,20:11,일,3,A003,주류,테라,2,6000,12000,3000,카드
P-260419-2009,2026-04-19,20:11,일,3,B001,음료,사이다,2,4000,8000,1800,카드
P-260419-2010,2026-04-19,20:51,일,5,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260419-2010,2026-04-19,20:51,일,5,S001,식사,갈비탕,1,19000,19000,7800,간편결제
P-260419-2010,2026-04-19,20:51,일,5,D001,사이드,한치회무침,1,22000,22000,7800,간편결제
P-260419-2010,2026-04-19,20:51,일,5,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,간편결제
P-260419-2010,2026-04-19,20:51,일,5,A003,주류,테라,1,6000,6000,1500,간편결제
P-260419-2010,2026-04-19,20:51,일,5,A001,주류,참이슬 후레쉬,2,5000,10000,2400,간편결제
P-260419-2010,2026-04-19,20:51,일,5,B004,음료,식혜,2,5000,10000,2400,간편결제
P-260419-2010,2026-04-19,20:51,일,5,E004,디저트,수제 한과 모듬,1,9000,9000,2400,간편결제
P-260419-2011,2026-04-19,19:25,일,2,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260419-2011,2026-04-19,19:25,일,2,S002,식사,한우육개장,1,21000,21000,8200,간편결제
P-260419-2011,2026-04-19,19:25,일,2,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260419-2011,2026-04-19,19:25,일,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,간편결제
P-260419-2011,2026-04-19,19:25,일,2,A007,주류,막걸리 (병),2,8000,16000,3600,간편결제
P-260419-2012,2026-04-19,21:33,일,4,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260419-2012,2026-04-19,21:33,일,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260419-2012,2026-04-19,21:33,일,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260419-2012,2026-04-19,21:33,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260419-2012,2026-04-19,21:33,일,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2012,2026-04-19,21:33,일,4,A003,주류,테라,2,6000,12000,3000,카드
P-260419-2012,2026-04-19,21:33,일,4,B003,음료,수정과,2,5000,10000,2400,카드
P-260419-2013,2026-04-19,15:45,일,5,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2013,2026-04-19,15:45,일,5,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2013,2026-04-19,15:45,일,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2013,2026-04-19,15:45,일,5,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2013,2026-04-19,15:45,일,5,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260419-2013,2026-04-19,15:45,일,5,A006,주류,복분자주 (병),1,22000,22000,6800,카드
P-260419-2013,2026-04-19,15:45,일,5,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260419-2013,2026-04-19,15:45,일,5,B002,음료,콜라,2,4000,8000,1800,카드
P-260419-2014,2026-04-19,21:18,일,6,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2014,2026-04-19,21:18,일,6,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260419-2014,2026-04-19,21:18,일,6,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260419-2014,2026-04-19,21:18,일,6,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2014,2026-04-19,21:18,일,6,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260419-2014,2026-04-19,21:18,일,6,A003,주류,테라,3,6000,18000,4500,카드
P-260419-2014,2026-04-19,21:18,일,6,A007,주류,막걸리 (병),2,8000,16000,3600,카드
P-260419-2015,2026-04-19,11:55,일,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260419-2015,2026-04-19,11:55,일,6,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260419-2015,2026-04-19,11:55,일,6,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2015,2026-04-19,11:55,일,6,S010,식사,들기름 막국수,2,13000,26000,8400,카드
P-260419-2015,2026-04-19,11:55,일,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2015,2026-04-19,11:55,일,6,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260419-2016,2026-04-19,20:30,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2016,2026-04-19,20:30,일,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260419-2016,2026-04-19,20:30,일,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2016,2026-04-19,20:30,일,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260419-2016,2026-04-19,20:30,일,2,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260419-2016,2026-04-19,20:30,일,2,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260419-2017,2026-04-19,20:45,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2017,2026-04-19,20:45,일,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260419-2017,2026-04-19,20:45,일,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260419-2017,2026-04-19,20:45,일,2,A005,주류,한라산,1,14000,14000,4500,카드
P-260419-2017,2026-04-19,20:45,일,2,B003,음료,수정과,2,5000,10000,2400,카드
P-260419-2018,2026-04-19,18:06,일,2,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260419-2018,2026-04-19,18:06,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2018,2026-04-19,18:06,일,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2018,2026-04-19,18:06,일,2,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2018,2026-04-19,18:06,일,2,A007,주류,막걸리 (병),2,8000,16000,3600,카드
P-260419-2019,2026-04-19,13:03,일,4,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260419-2019,2026-04-19,13:03,일,4,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260419-2019,2026-04-19,13:03,일,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2020,2026-04-19,18:39,일,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2020,2026-04-19,18:39,일,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2020,2026-04-19,18:39,일,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2020,2026-04-19,18:39,일,4,A007,주류,막걸리 (병),1,8000,8000,1800,카드
P-260419-2020,2026-04-19,18:39,일,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260419-2020,2026-04-19,18:39,일,4,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260419-2021,2026-04-19,21:50,일,2,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260419-2021,2026-04-19,21:50,일,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2021,2026-04-19,21:50,일,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2021,2026-04-19,21:50,일,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260419-2021,2026-04-19,21:50,일,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260419-2021,2026-04-19,21:50,일,2,A004,주류,카스,2,6000,12000,3000,카드
P-260419-2021,2026-04-19,21:50,일,2,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260419-2022,2026-04-19,19:53,일,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260419-2022,2026-04-19,19:53,일,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2022,2026-04-19,19:53,일,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2022,2026-04-19,19:53,일,4,A005,주류,한라산,2,14000,28000,9000,카드
P-260419-2022,2026-04-19,19:53,일,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260419-2022,2026-04-19,19:53,일,4,B004,음료,식혜,1,5000,5000,1200,카드
P-260419-2023,2026-04-19,17:27,일,6,S005,식사,간장게장 정식,1,32000,32000,14000,현금
P-260419-2023,2026-04-19,17:27,일,6,D003,사이드,감자전,1,14000,14000,3200,현금
P-260419-2023,2026-04-19,17:27,일,6,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,현금
P-260419-2023,2026-04-19,17:27,일,6,D007,사이드,도토리묵,1,11000,11000,2800,현금
P-260419-2023,2026-04-19,17:27,일,6,A001,주류,참이슬 후레쉬,5,5000,25000,6000,현금
P-260419-2023,2026-04-19,17:27,일,6,B004,음료,식혜,1,5000,5000,1200,현금
P-260419-2024,2026-04-19,23:27,일,3,M001,코스,청기와 한정식 (1인),3,39000,117000,49500,카드
P-260419-2024,2026-04-19,23:27,일,3,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260419-2025,2026-04-19,12:22,일,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2025,2026-04-19,12:22,일,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260419-2025,2026-04-19,12:22,일,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260419-2025,2026-04-19,12:22,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2026,2026-04-19,19:02,일,6,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260419-2026,2026-04-19,19:02,일,6,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260419-2026,2026-04-19,19:02,일,6,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260419-2026,2026-04-19,19:02,일,6,A004,주류,카스,2,6000,12000,3000,카드
P-260419-2026,2026-04-19,19:02,일,6,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260419-2026,2026-04-19,19:02,일,6,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260419-2027,2026-04-19,13:12,일,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2027,2026-04-19,13:12,일,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260419-2027,2026-04-19,13:12,일,4,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260419-2027,2026-04-19,13:12,일,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260419-2028,2026-04-19,21:00,일,5,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260419-2028,2026-04-19,21:00,일,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260419-2028,2026-04-19,21:00,일,5,A003,주류,테라,1,6000,6000,1500,카드
P-260419-2028,2026-04-19,21:00,일,5,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260419-2029,2026-04-19,18:01,일,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260419-2029,2026-04-19,18:01,일,4,S002,식사,한우육개장,1,21000,21000,8200,간편결제
P-260419-2029,2026-04-19,18:01,일,4,D006,사이드,계란말이,1,9000,9000,2400,간편결제
P-260419-2029,2026-04-19,18:01,일,4,D002,사이드,수육 (소),1,26000,26000,8500,간편결제
P-260419-2029,2026-04-19,18:01,일,4,A005,주류,한라산,2,14000,28000,9000,간편결제
P-260419-2029,2026-04-19,18:01,일,4,A004,주류,카스,1,6000,6000,1500,간편결제
P-260419-2029,2026-04-19,18:01,일,4,E004,디저트,수제 한과 모듬,1,9000,9000,2400,간편결제
P-260419-2030,2026-04-19,13:09,일,3,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260419-2030,2026-04-19,13:09,일,3,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260419-2030,2026-04-19,13:09,일,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260419-2031,2026-04-19,14:51,일,3,S002,식사,한우육개장,1,21000,21000,8200,현금
P-260419-2031,2026-04-19,14:51,일,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,현금
P-260419-2031,2026-04-19,14:51,일,3,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,현금
P-260419-2032,2026-04-19,21:47,일,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260419-2032,2026-04-19,21:47,일,2,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260419-2032,2026-04-19,21:47,일,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260419-2032,2026-04-19,21:47,일,2,A003,주류,테라,2,6000,12000,3000,카드
P-260419-2032,2026-04-19,21:47,일,2,B004,음료,식혜,2,5000,10000,2400,카드
P-260419-2033,2026-04-19,21:28,일,5,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260419-2033,2026-04-19,21:28,일,5,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260419-2033,2026-04-19,21:28,일,5,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260419-2033,2026-04-19,21:28,일,5,A007,주류,막걸리 (병),2,8000,16000,3600,카드
