date,client_name,industry,platform,campaign_type,campaign_name,impressions,clicks,spend_krw,conversions,revenue_krw,CTR,CPC_krw,CPM_krw,CVR,CPA_krw,ROAS
2026-03-30,펫프렌즈,반려동물/이커머스,Google,SA,[펫프렌즈] 앱다운_이벤트,2136,165,201172,4,634743,7.72,1219,94181,2.42,50293,316
2026-03-31,펫프렌즈,반려동물/이커머스,Google,SA,[펫프렌즈] 앱다운_이벤트,3178,211,254661,7,739035,6.64,1207,80133,3.32,36380,290
2026-03-01,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5719,341,858770,19,5654260,5.96,2518,150161,5.57,45198,658
2026-03-02,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5677,353,900716,19,5585631,6.22,2552,158661,5.38,47406,620
2026-03-03,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6810,370,873652,19,4071676,5.43,2361,128290,5.14,45982,466
2026-03-04,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4929,238,773092,12,4173192,4.83,3248,156846,5.04,64424,540
2026-03-05,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6544,359,961365,15,4387064,5.49,2678,146908,4.18,64091,456
2026-03-06,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,7419,431,1002315,21,5271574,5.81,2326,135101,4.87,47729,526
2026-03-07,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6295,313,985070,13,4795482,4.97,3147,156485,4.15,75775,487
2026-03-08,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6283,297,869567,18,6288575,4.73,2928,138400,6.06,48309,723
2026-03-09,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5146,287,841325,12,5469385,5.58,2931,163491,4.18,70110,650
2026-03-10,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,8531,403,991262,16,5783081,4.72,2460,116195,3.97,61954,583
2026-03-11,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4666,227,729020,10,3863709,4.86,3212,156241,4.41,72902,530
2026-03-12,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,3951,246,751855,11,4320582,6.23,3056,190295,4.47,68350,575
2026-03-13,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6803,380,1000287,18,6512934,5.59,2632,147036,4.74,55572,651
2026-03-14,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5623,330,929887,16,4962568,5.87,2818,165372,4.85,58118,534
2026-03-15,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5466,309,1001146,16,6654452,5.65,3240,183159,5.18,62572,665
2026-03-16,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6045,398,1030725,26,6536018,6.58,2590,170509,6.53,39643,634
2026-03-17,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6076,359,976452,21,6011467,5.91,2720,160706,5.85,46498,616
2026-03-18,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5774,324,883116,15,5461920,5.61,2726,152947,4.63,58874,618
2026-03-19,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6087,288,699187,15,4231424,4.73,2428,114866,5.21,46612,605
2026-03-20,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4268,245,776822,15,4172724,5.74,3171,182011,6.12,51788,537
2026-03-21,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5396,281,687560,16,3704203,5.21,2447,127420,5.69,42973,539
2026-03-22,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4443,235,702023,13,3302795,5.29,2987,158007,5.53,54002,470
2026-03-23,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6669,348,785329,17,5227299,5.22,2257,117758,4.89,46196,666
2026-03-24,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6439,342,981833,18,5772253,5.31,2871,152482,5.26,54546,588
2026-03-25,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4913,279,712279,16,4874659,5.68,2553,144979,5.73,44517,684
2026-03-26,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,4021,216,702763,12,3704665,5.37,3254,174773,5.56,58564,527
2026-03-27,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5317,319,785848,16,5675197,6.0,2463,147799,5.02,49115,722
2026-03-28,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6939,344,820096,16,4477962,4.96,2384,118187,4.65,51256,546
2026-03-29,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,5926,340,872656,20,6296275,5.74,2567,147259,5.88,43633,722
2026-03-30,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,6349,385,986202,19,6852036,6.06,2562,155332,4.94,51905,695
2026-03-31,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 봄맞이_산책용품,7527,432,988367,18,4572032,5.74,2288,131309,4.17,54909,463
2026-03-01,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4504,231,813633,15,5156519,5.13,3522,180647,6.49,54242,634
2026-03-02,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4379,249,742195,14,5436716,5.69,2981,169490,5.62,53014,733
2026-03-03,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3093,194,712621,9,4453505,6.27,3673,230398,4.64,79180,625
2026-03-04,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,6100,290,760058,13,4068686,4.75,2621,124600,4.48,58466,535
2026-03-05,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3596,194,674378,10,3803506,5.39,3476,187536,5.15,67438,564
2026-03-06,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4477,276,842596,19,6839993,6.16,3053,188206,6.88,44347,812
2026-03-07,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4790,286,832649,14,6795442,5.97,2911,173831,4.9,59475,816
2026-03-08,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3517,200,602432,13,3555946,5.69,3012,171291,6.5,46341,590
2026-03-09,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4194,228,630098,11,4963233,5.44,2764,150238,4.82,57282,788
2026-03-10,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3413,214,799268,12,5189256,6.27,3735,234183,5.61,66606,649
2026-03-11,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3357,189,616173,12,5088741,5.63,3260,183549,6.35,51348,826
2026-03-12,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3783,191,674103,10,4038176,5.05,3529,178193,5.24,67410,599
2026-03-13,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,2992,183,604682,11,4507675,6.12,3304,202100,6.01,54971,745
2026-03-14,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3808,263,704462,14,3910405,6.91,2679,184995,5.32,50319,555
2026-03-15,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3537,194,707734,10,4436233,5.48,3648,200094,5.15,70773,627
2026-03-16,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3790,254,827296,18,5498773,6.7,3257,218284,7.09,45961,665
2026-03-17,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4648,256,712458,17,4083914,5.51,2783,153283,6.64,41909,573
2026-03-18,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,2931,179,686219,10,5217921,6.11,3834,234125,5.59,68622,760
2026-03-19,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4367,216,635212,11,5020329,4.95,2941,145457,5.09,57747,790
2026-03-20,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4541,278,768885,18,4463207,6.12,2766,169321,6.47,42716,580
2026-03-21,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,6310,298,840222,18,5471574,4.72,2820,133157,6.04,46679,651
2026-03-22,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3614,174,657749,10,3620786,4.81,3780,182000,5.75,65775,550
2026-03-23,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4703,224,726442,12,3870997,4.76,3243,154464,5.36,60537,533
2026-03-24,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4057,218,768955,11,4879385,5.37,3527,189538,5.05,69905,635
2026-03-25,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4208,231,753111,13,5478258,5.49,3260,178971,5.63,57932,727
2026-03-26,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3990,201,768294,9,3934830,5.04,3822,192555,4.48,85366,512
2026-03-27,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,5101,247,657923,13,4652129,4.84,2664,128979,5.26,50609,707
2026-03-28,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,5266,255,788465,16,6257039,4.84,3092,149727,6.27,49279,794
2026-03-29,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3868,231,658529,12,3926779,5.97,2851,170251,5.19,54877,596
2026-03-30,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,4430,214,753768,12,5531583,4.83,3522,170151,5.61,62814,734
2026-03-31,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 화이트데이_펫간식,3921,242,719059,12,4352751,6.17,2971,183387,4.96,59922,605
2026-03-01,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2938,181,400540,7,1581425,6.16,2213,136331,3.87,57220,395
2026-03-02,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4086,203,478955,8,1971335,4.97,2359,117219,3.94,59869,412
2026-03-03,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3182,180,518555,10,2819408,5.66,2881,162965,5.56,51856,544
2026-03-04,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4366,212,481608,11,2598547,4.86,2272,110309,5.19,43783,540
2026-03-05,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3645,202,578790,8,2487395,5.54,2865,158790,3.96,72349,430
2026-03-06,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2954,174,405273,7,2363903,5.89,2329,137195,4.02,57896,583
2026-03-07,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4636,254,578670,11,2285973,5.48,2278,124821,4.33,52606,395
2026-03-08,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2701,166,455347,8,2801138,6.15,2743,168585,4.82,56918,615
2026-03-09,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4402,214,561710,10,3266702,4.86,2625,127603,4.67,56171,582
2026-03-10,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2135,130,391109,6,1675767,6.09,3009,183189,4.62,65185,428
2026-03-11,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3611,213,483451,11,2346231,5.9,2270,133883,5.16,43950,485
2026-03-12,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3839,240,531167,11,3417973,6.25,2213,138361,4.58,48288,643
2026-03-13,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3344,206,556867,9,3572955,6.16,2703,166527,4.37,61874,642
2026-03-14,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3686,235,537987,13,2920802,6.38,2289,145954,5.53,41384,543
2026-03-15,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2980,170,514650,7,2984784,5.7,3027,172701,4.12,73521,580
2026-03-16,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3187,189,498891,9,3535173,5.93,2640,156539,4.76,55432,709
2026-03-17,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3729,234,540453,10,3082865,6.28,2310,144932,4.27,54045,570
2026-03-18,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3508,220,477352,10,2696500,6.27,2170,136075,4.55,47735,565
2026-03-19,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3219,193,445867,7,1793226,6.0,2310,138511,3.63,63695,402
2026-03-20,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3548,169,441874,7,2226225,4.76,2615,124542,4.14,63125,504
2026-03-21,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,5009,255,514888,11,2396453,5.09,2019,102793,4.31,46808,465
2026-03-22,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3449,205,553357,8,2290603,5.94,2699,160440,3.9,69170,414
2026-03-23,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2900,145,439484,7,1813168,5.0,3031,151546,4.83,62783,413
2026-03-24,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3269,172,429456,9,2395372,5.26,2497,131372,5.23,47717,558
2026-03-25,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3225,156,468883,6,2205288,4.84,3006,145390,3.85,78147,470
2026-03-26,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2985,173,447239,7,2425832,5.8,2585,149829,4.05,63891,542
2026-03-27,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4776,234,519352,11,2441357,4.9,2219,108742,4.7,47214,470
2026-03-28,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,2731,156,403664,7,1976448,5.71,2588,147808,4.49,57666,490
2026-03-29,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4608,226,556630,10,2634312,4.9,2463,120796,4.42,55663,473
2026-03-30,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,3799,207,568041,9,2847318,5.45,2744,149524,4.35,63116,501
2026-03-31,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 대용량_사료_프로모,4073,228,466502,12,2338851,5.6,2046,114535,5.26,38875,501
2026-03-01,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3092,160,400044,6,1984252,5.17,2500,129380,3.75,66674,496
2026-03-02,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2264,127,308798,5,1716731,5.61,2431,136395,3.94,61760,556
2026-03-03,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3223,151,347322,7,2033274,4.69,2300,107763,4.64,49617,585
2026-03-04,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3819,182,357129,9,1892587,4.77,1962,93514,4.95,39681,530
2026-03-05,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3278,169,338731,7,1529092,5.16,2004,103335,4.14,48390,451
2026-03-06,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,1969,114,299158,5,1145234,5.79,2624,151934,4.39,59832,383
2026-03-07,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2645,156,320090,6,1359913,5.9,2052,121017,3.85,53348,425
2026-03-08,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2765,143,388405,5,2383167,5.17,2716,140472,3.5,77681,614
2026-03-09,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2117,123,291259,4,1076955,5.81,2368,137581,3.25,72815,370
2026-03-10,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3867,187,377970,7,1838926,4.84,2021,97742,3.74,53996,487
2026-03-11,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3692,176,411202,6,1930485,4.77,2336,111377,3.41,68534,469
2026-03-12,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2655,161,432972,7,2477880,6.06,2689,163078,4.35,61853,572
2026-03-13,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2494,142,389224,6,2049546,5.69,2741,156064,4.23,64871,527
2026-03-14,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2051,130,348864,5,2120493,6.34,2684,170095,3.85,69773,608
2026-03-15,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3034,172,406647,8,2711454,5.67,2364,134030,4.65,50831,667
2026-03-16,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2665,156,398070,8,1734905,5.85,2552,149370,5.13,49759,436
2026-03-17,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3198,151,350840,6,1785169,4.72,2323,109706,3.97,58473,509
2026-03-18,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2317,133,291922,6,1525438,5.74,2195,125991,4.51,48654,523
2026-03-19,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,1708,107,296511,4,1624837,6.26,2771,173601,3.74,74128,548
2026-03-20,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2203,116,330518,5,1632067,5.27,2849,150031,4.31,66104,494
2026-03-21,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2481,132,340960,4,1811976,5.32,2583,137428,3.03,85240,531
2026-03-22,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2502,131,341400,6,1924372,5.24,2606,136451,4.58,56900,564
2026-03-23,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2415,125,330727,5,1969754,5.18,2646,136947,4.0,66145,596
2026-03-24,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3098,169,383971,7,1964947,5.46,2272,123942,4.14,54853,512
2026-03-25,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2887,160,424947,6,1910709,5.54,2656,147193,3.75,70824,450
2026-03-26,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3354,191,428980,8,1633662,5.69,2246,127901,4.19,53622,381
2026-03-27,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,4157,201,414005,7,2484187,4.84,2060,99592,3.48,59144,600
2026-03-28,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2160,136,359479,6,1978385,6.3,2643,166426,4.41,59913,550
2026-03-29,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2357,117,324670,5,1805355,4.96,2775,137747,4.27,64934,556
2026-03-30,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,3131,178,351298,6,2032214,5.69,1974,112200,3.37,58550,578
2026-03-31,펫프렌즈,반려동물/이커머스,Naver SA,SA,[펫프렌즈] 앱다운_이벤트,2008,114,300902,5,1797605,5.68,2639,149852,4.39,60180,597
2026-03-01,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,331157,638,262066,11,842375,0.19,411,791,1.72,23824,321
2026-03-02,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,369425,725,248357,9,654880,0.2,343,672,1.24,27595,264
2026-03-03,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,260845,570,244107,7,787798,0.22,428,936,1.23,34872,323
2026-03-04,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,401180,731,296836,12,1101141,0.18,406,740,1.64,24736,371
2026-03-05,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,358490,727,266402,9,695901,0.2,366,743,1.24,29600,261
2026-03-06,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,333758,696,308223,10,1114296,0.21,443,923,1.44,30822,362
2026-03-07,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,403398,771,290203,12,926032,0.19,376,719,1.56,24184,319
2026-03-08,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,392536,768,241373,10,587705,0.2,314,615,1.3,24137,243
2026-03-09,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,294847,554,234629,7,629366,0.19,424,796,1.26,33518,268
2026-03-10,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,451915,829,293717,14,1102765,0.18,354,650,1.69,20980,375
2026-03-11,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,355014,618,254188,10,972417,0.17,411,716,1.62,25419,383
2026-03-12,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,270353,598,234249,10,726189,0.22,392,866,1.67,23425,310
2026-03-13,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,408777,866,270880,10,827541,0.21,313,663,1.15,27088,306
2026-03-14,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,557206,1053,362321,16,1087797,0.19,344,650,1.52,22645,300
2026-03-15,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,351184,689,289935,11,1104290,0.2,421,826,1.6,26358,381
2026-03-16,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,366173,897,363164,13,973937,0.24,405,992,1.45,27936,268
2026-03-17,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,354878,753,332838,12,792092,0.21,442,938,1.59,27737,238
2026-03-18,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,364274,750,336571,11,824571,0.21,449,924,1.47,30597,245
2026-03-19,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,345271,643,288064,7,685644,0.19,448,834,1.09,41152,238
2026-03-20,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,358362,702,283117,9,1031179,0.2,403,790,1.28,31457,364
2026-03-21,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,629466,1091,335488,18,1201923,0.17,308,533,1.65,18638,358
2026-03-22,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,311971,658,286118,10,910246,0.21,435,917,1.52,28612,318
2026-03-23,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,260241,551,231693,8,691973,0.21,420,890,1.45,28962,299
2026-03-24,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,290847,651,241361,11,698728,0.22,371,830,1.69,21942,289
2026-03-25,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,385069,668,247670,8,801795,0.17,371,643,1.2,30959,324
2026-03-26,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,269592,602,251450,10,806015,0.22,418,933,1.66,25145,321
2026-03-27,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,516910,1102,337687,18,825221,0.21,306,653,1.63,18760,244
2026-03-28,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,419410,724,240113,10,802115,0.17,332,573,1.38,24011,334
2026-03-29,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,352284,727,253382,10,637176,0.21,349,719,1.38,25338,251
2026-03-30,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,338073,685,234478,10,812369,0.2,342,694,1.46,23448,346
2026-03-31,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 봄맞이_산책용품,327480,600,266108,9,1007009,0.18,444,813,1.5,29568,378
2026-03-01,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 화이트데이_펫간식,320717,671,269052,11,847685,0.21,401,839,1.64,24459,315
2026-03-02,펫프렌즈,반려동물/이커머스,Naver GFA,DA,[펫프렌즈] 화이트데이_펫간식,344031,596,261075,11,1026364,0.17,438,759,1.85,23734,393
